PANID,PANTYPE,PreTaxInc,FamSize,HH_Race,Type_Res_Poss,Male_Age,Male_Edu,Male_Occ,Male_Whc,Female_Age,Female_Edu,Female_Occ,Female_Whc,Dogs,Cats,Child_GC,Marital,TV_used,TV_hooked,Year,monetary,frequency,recency,loyality_All,loyality,CLUSTER,DISTANCE
1204750,0,6,2,1,1,6,4,10,4,6,4,10,4,0,0,8,2,,,1,5.69,3,4,1,1.7634633325,1,1.0496067942
1204941,0,3,2,1,2,6,4,3,3,6,5,13,1,0,0,8,2,,,1,5.29,2,18,1,1.7634633325,1,0.957850594
1205641,0,6,2,1,2,6,4,10,4,6,7,10,4,0,0,8,2,,,1,3.39,1,16,1,1.7634633325,1,1.5464701774
1206185,0,11,3,1,2,6,7,10,4,5,7,1,3,3,0,8,2,,,1,5.3566666667,3,6,0.5,0.1794738262,1,0.9325082374
1206276,6,3,1,1,2,7,9,11,5,6,3,10,4,0,0,8,4,2,1,1,5.79,1,38,1,1.7634633325,1,2.1347854537
1206433,0,11,2,1,2,6,8,10,4,6,8,10,4,0,0,8,2,,,1,5.79,1,1,1,1.7634633325,1,1.4216719839
1206953,5,7,2,1,2,6,4,10,4,6,4,10,4,3,0,8,2,4,4,1,5.29,2,18,1,1.7634633325,1,0.957850594
1207894,0,10,3,1,2,4,4,4,2,4,6,1,3,1,1,3,2,,,1,3.39,3,9,0.5,0.1794738262,1,1.3570707662
1208272,0,11,2,1,2,4,8,1,3,4,5,4,3,0,2,8,2,,,1,5.6733333333,6,5,0.8571428571,1.3108949021,1,1.3256952534
1208512,0,5,2,1,2,6,3,10,4,6,3,10,4,0,0,8,2,,,1,3.39,1,10,0.5,0.1794738262,1,1.543541518
1210229,0,6,2,1,2,6,4,10,4,6,4,4,2,0,0,8,2,,,1,4.7733333333,6,18,0.5454545455,0.3234728722,1,1.3684715046
1210492,0,1,1,2,1,7,9,11,5,6,4,10,4,0,0,8,4,,,1,4.1633333333,3,2,1,1.7634633325,1,1.2424199089
1210567,0,12,4,1,2,5,7,10,4,5,5,10,4,0,1,8,2,,,1,6.968,5,6,1,1.7634633325,1,1.618114745
1210609,9,6,2,1,2,6,7,10,4,6,5,10,4,0,0,8,2,2,2,1,6.3442857143,7,4,1,1.7634633325,1,1.9375465715
1210963,0,5,2,1,2,6,4,10,4,6,4,3,2,0,0,8,2,,,1,5.5233333333,3,6,1,1.7634633325,1,0.9448336881
1211185,0,11,4,1,2,4,4,7,3,4,7,8,2,2,2,8,2,,,1,5.79,5,3,1,1.7634633325,1,1.3378766545
1212027,0,5,2,1,2,6,6,10,4,6,6,10,4,0,0,8,2,,,1,5.64,2,19,1,1.7634633325,1,1.0286369175
1212472,0,8,3,1,2,5,6,6,3,5,7,1,2,0,1,8,2,,,1,6.2685714286,7,2,0.7777777778,1.0594679964,1,1.8077112543
1213884,0,11,2,1,2,5,8,1,3,5,7,1,2,1,1,8,2,,,1,5.5233333333,3,19,0.6,0.4962717274,1,0.6957850171
1214023,0,7,5,1,2,6,6,10,4,5,6,10,4,1,1,6,2,,,1,5.79,1,22,1,1.7634633325,1,1.3354140055
1215707,6,5,2,1,2,6,4,10,4,6,4,10,4,2,1,8,2,6,2,1,3.882,5,19,1,1.7634633325,1,1.4030720035
1216200,0,11,2,1,2,5,6,7,2,5,5,10,4,0,0,8,2,,,1,4.99,5,4,0.625,0.5754712028,1,1.0462856963
1216705,0,3,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,4.1814285714,7,11,0.7,0.8130696287,1,1.617687365
1217091,0,0,2,0,2,6,2,10,4,6,2,0,0,1,0,8,2,,,1,3.35,2,4,0.4,-0.137324075,1,1.7177200867
1217356,0,8,2,1,2,5,4,6,3,4,5,1,2,1,0,8,2,,,1,5.59,7,6,0.2,-0.770919878,1,2.3609491706
1217653,0,7,2,1,2,5,7,1,3,5,7,1,3,0,0,8,2,,,1,5.83,5,4,0.25,-0.612520927,1,1.9024581622
1217661,6,9,3,1,2,7,9,11,5,4,6,2,3,0,0,8,5,5,4,1,5.89,2,19,0.6666666667,0.7074703283,1,0.7893987862
1217968,6,4,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,2,2,1,5.79,3,12,0.6,0.4962717274,1,0.6197933477
1218107,0,7,2,1,2,6,4,10,4,6,6,10,4,0,0,8,2,,,1,5.4275,4,6,0.8,1.12986753,1,0.6390917385
1218529,0,10,4,1,2,4,6,4,2,4,5,1,3,0,0,3,2,,,1,5.79,1,1,0.5,0.1794738262,1,1.426185883
1218925,0,5,1,1,2,7,9,11,5,6,6,10,4,0,0,8,1,,,1,5.79,1,38,1,1.7634633325,1,2.1347854537
1219113,0,5,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,5.79,3,8,0.5,0.1794738262,1,0.9451771235
1219741,0,11,2,1,2,6,7,2,3,6,7,4,3,0,0,8,2,,,1,4.662,5,14,1,1.7634633325,1,1.1272519921
1219790,0,9,2,1,2,6,6,10,4,6,6,10,4,0,1,8,2,,,1,5.29,1,27,1,1.7634633325,1,1.493555274
1219899,0,6,1,1,2,7,9,11,5,6,4,13,1,1,0,8,2,,,1,5.79,2,4,0.5,0.1794738262,1,1.1417992035
1220012,0,11,3,1,2,6,7,13,1,7,9,11,5,0,0,8,1,,,1,3.39,1,5,1,1.7634633325,1,1.6204824693
1220152,0,2,1,3,2,7,9,11,5,6,6,10,4,0,0,8,4,,,1,3.35,2,9,1,1.7634633325,1,1.4236412635
1220178,0,6,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,3.39,3,9,0.6,0.4962717274,1,1.1990106066
1220467,0,3,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,,,1,5.99,1,2,0.5,0.1794738262,1,1.4256791175
1220590,0,4,1,1,2,7,9,11,5,6,6,10,4,0,2,8,4,,,1,5.29,1,19,1,1.7634633325,1,1.1844008389
1221135,6,5,2,1,2,7,9,11,5,6,4,10,4,1,0,8,4,3,3,1,4.2566666667,3,11,0.5,0.1794738262,1,0.9698322005
1223081,0,5,1,1,2,7,9,11,5,6,4,10,6,0,0,8,2,,,1,6.49,2,16,0.6666666667,0.7074703283,1,0.9693375962
1223610,0,6,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,,,1,3.866,5,10,0.8333333333,1.2354668304,1,1.1237274797
1223677,0,1,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,4.4266666667,3,3,0.75,0.9714685793,1,0.8096941889
1223685,0,1,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,3.89,2,12,0.5,0.1794738262,1,1.1687024651
1223958,0,6,3,1,2,7,9,11,5,4,5,1,3,0,0,2,3,,,1,5.64,2,1,0.4,-0.137324075,1,1.4659779915
1224428,0,6,2,1,2,7,9,11,5,5,4,4,3,0,2,8,3,,,1,5.5066666667,6,22,0.75,0.9714685793,1,1.3181288858
1225532,0,3,1,1,2,7,9,11,5,6,3,10,4,0,0,8,4,,,1,5.39,2,9,0.5,0.1794738262,1,0.9309963184
1225888,0,3,1,1,2,7,9,11,5,6,4,10,4,0,1,8,1,,,1,4.366,5,6,0.5555555556,0.3554726602,1,1.1761781558
1226837,0,10,2,1,2,6,8,10,4,6,8,10,4,0,0,8,2,,,1,5.54,2,4,1,1.7634633325,1,1.0932895799
1226928,0,4,1,1,2,7,9,11,5,6,5,1,2,0,2,8,3,,,1,5.79,1,28,1,1.7634633325,1,1.5887295137
1226977,0,11,2,1,2,6,7,10,4,5,4,10,4,0,0,8,2,,,1,3.35,2,10,0.6666666667,0.7074703283,1,1.2026934788
1227595,0,9,4,1,2,4,8,1,3,4,7,4,3,0,0,3,2,,,1,5.39,2,5,0.6666666667,0.7074703283,1,0.7279521393
1227652,0,6,3,1,2,6,4,10,4,6,6,4,3,0,0,8,2,,,1,4.1566666667,3,9,0.6,0.4962717274,1,0.8116195427
1228056,0,7,2,1,1,6,6,1,3,6,6,1,3,0,0,8,0,,,1,5.49,1,5,0.5,0.1794738262,1,1.2410168456
1228338,0,4,2,1,2,6,4,10,4,6,4,10,4,1,0,8,2,,,1,4.815,4,8,0.6666666667,0.7074703283,1,0.5966557884
1228445,0,2,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,,,1,5.29,1,19,1,1.7634633325,1,1.1844008389
1228478,0,10,2,1,2,5,8,2,3,4,5,4,2,0,0,8,2,,,1,5.79,6,0,1,1.7634633325,1,1.6799043155
1228510,0,3,1,1,2,7,9,11,5,6,4,8,2,0,0,8,4,,,1,5.89,2,17,1,1.7634633325,1,1.0319896255
1228817,6,12,4,1,2,4,7,1,3,4,7,1,3,1,1,3,2,3,3,1,5.64,2,6,0.4,-0.137324075,1,1.3011992632
1228908,0,6,3,1,1,4,4,8,3,5,4,10,4,0,1,8,2,,,1,5.4233333333,3,6,0.4285714286,-0.046810389,1,1.1370919801
1229203,0,6,2,1,1,7,9,11,5,4,4,13,1,0,3,8,3,,,1,7.72,3,4,0.75,0.9714685793,1,1.6784993962
1229658,0,9,4,1,2,4,5,7,3,4,6,1,3,1,0,8,2,,,1,5.79,1,12,1,1.7634633325,1,1.1608079197
1230177,0,6,2,1,2,7,9,11,5,4,6,3,3,0,0,8,3,,,1,5.79,4,12,0.5,0.1794738262,1,0.9613088898
1230318,0,6,3,1,2,4,4,6,3,4,4,6,3,2,0,2,2,,,1,6.7533333333,3,4,0.3333333333,-0.348522676,1,1.7544060327
1230805,0,11,2,1,2,7,9,11,5,5,8,1,3,0,0,8,3,,,1,5.0233333333,3,3,0.6,0.4962717274,1,0.8359408123
1232652,0,9,4,1,2,4,4,7,3,4,5,1,3,0,0,8,2,,,1,4.57,2,2,1,1.7634633325,1,1.2059045789
1232702,0,7,5,1,1,5,6,9,3,4,4,1,2,0,0,8,2,,,1,5.5566666667,6,6,0.375,-0.21652355,1,1.7188557161
1242826,0,12,2,1,2,5,4,7,3,5,6,2,3,2,0,8,2,,,1,5.89,2,12,0.5,0.1794738262,1,0.9923336156
1243287,0,4,2,1,2,6,4,10,4,6,3,10,4,0,0,8,2,,,1,5.79,1,11,1,1.7634633325,1,1.1656756925
1244350,0,6,2,1,2,6,7,10,4,5,5,10,4,1,0,8,2,,,1,5.39,4,6,0.3333333333,-0.348522676,1,1.4596199579
1244582,0,6,1,1,2,7,9,11,5,5,4,10,4,1,0,8,1,,,1,5.065,4,8,0.6666666667,0.7074703283,1,0.5635557698
1244889,0,6,1,1,1,7,9,11,5,6,4,4,3,1,0,8,4,,,1,4.71,3,6,0.5,0.1794738262,1,0.9614028675
1245290,0,11,3,1,2,6,7,2,3,5,8,1,3,1,0,8,2,,,1,5.79,3,0,0.3,-0.454121976,1,1.7300794305
1245712,0,5,1,1,1,7,9,11,5,5,7,8,3,0,0,8,1,,,1,5.3566666667,3,6,1,1.7634633325,1,0.9255899037
1245951,0,10,2,1,2,4,4,5,3,4,6,4,3,0,2,8,2,,,1,5.34,4,5,0.3333333333,-0.348522676,1,1.4811114157
1246116,6,10,2,1,2,4,4,7,3,4,6,3,3,0,0,8,3,5,2,1,5.79,2,8,0.5,0.1794738262,1,1.0191981443
1246207,0,7,2,1,1,5,8,7,3,5,6,13,1,0,1,8,2,,,1,5.79,2,21,1,1.7634633325,1,1.1260780971
1247197,0,5,1,1,2,7,9,11,5,6,3,10,4,0,0,8,4,,,1,5.8566666667,3,23,1,1.7634633325,1,1.1588537381
1247577,0,5,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,5.39,2,6,0.5,0.1794738262,1,1.0102142941
1249722,0,11,2,1,2,5,8,1,3,4,8,6,3,0,1,8,2,,,1,7.028,5,4,0.5555555556,0.3554726602,1,1.6175316805
1300228,0,2,1,1,1,7,9,11,5,5,5,13,1,0,1,8,4,,,1,4.445,4,24,1,1.7634633325,1,1.2586642613
1300251,6,6,4,1,2,3,7,3,3,3,5,8,3,1,0,3,2,2,2,1,5.9233333333,3,2,0.3333333333,-0.348522676,1,1.5937183867
1300640,0,4,1,1,1,7,9,11,5,6,3,1,3,0,0,8,4,,,1,4.8566666667,3,22,1,1.7634633325,1,1.0440679858
1300798,0,1,1,1,1,7,9,11,5,6,1,10,4,0,0,8,4,,,1,5.79,2,9,0.6666666667,0.7074703283,1,0.6600328566
1301127,0,6,3,1,2,6,3,10,4,6,4,10,4,0,0,8,2,,,1,5.79,1,16,1,1.7634633325,1,1.1840662346
1301135,0,3,1,1,2,7,9,11,5,6,7,10,4,2,0,8,3,,,1,4.39,2,2,0.6666666667,0.7074703283,1,0.9970291923
1301234,0,2,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,5.79,6,5,1,1.7634633325,1,1.5219027769
1302083,0,6,6,2,1,7,9,11,5,4,7,2,3,1,0,2,3,,,1,3.39,1,15,1,1.7634633325,1,1.5371922473
1302323,0,5,1,1,2,7,9,11,5,6,5,10,4,0,0,8,4,,,1,5.5233333333,6,8,0.75,0.9714685793,1,1.187995343
1302356,0,7,2,1,2,6,7,10,4,6,4,10,4,0,0,8,2,,,1,5.34,4,6,0.5,0.1794738262,1,1.0015277475
1302422,0,1,3,2,2,7,9,11,5,4,4,4,2,0,0,8,1,,,1,5.79,1,12,0.5,0.1794738262,1,1.1663318437
1302570,0,7,1,1,2,7,9,11,5,6,6,13,1,0,0,8,4,,,1,6.19,4,11,1,1.7634633325,1,1.0823972737
1302893,6,7,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,5,5,1,5.59,4,4,0.5,0.1794738262,1,1.1018648991
1303289,0,6,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,6.628,5,12,0.7142857143,0.8583264717,1,1.1742115979
1303487,0,11,4,1,2,4,7,7,3,4,6,4,3,1,0,8,2,,,1,5.29,2,19,0.6666666667,0.7074703283,1,0.6534892602
1303537,0,6,2,1,2,6,7,10,4,5,4,13,1,1,0,8,2,,,1,5.79,1,12,1,1.7634633325,1,1.1608079197
1303776,0,12,2,1,2,5,8,2,3,5,5,4,3,0,0,8,2,,,1,5.5042857143,7,0,0.5384615385,0.3013191728,1,1.8789305358
1303875,0,10,2,1,2,5,7,9,3,5,4,2,3,0,0,8,2,,,1,5.79,2,4,0.4,-0.137324075,1,1.3814636699
1303883,0,11,2,1,2,5,7,10,4,4,6,4,3,0,0,8,2,,,1,7.39,2,9,0.6666666667,0.7074703283,1,1.4632931042
1304303,0,6,4,1,2,3,5,7,3,3,7,1,2,0,1,6,2,,,1,4.942,5,2,0.2631578947,-0.570836993,1,1.8774271304
1304774,0,7,2,1,2,6,8,7,2,5,7,13,1,0,0,8,2,,,1,6.448,5,0,1,1.7634633325,1,1.6111312117
1305797,0,2,1,1,1,7,9,11,5,6,3,10,4,0,0,8,4,,,1,3.19,2,19,1,1.7634633325,1,1.5444023094
1306308,0,7,5,3,2,4,6,1,3,4,6,1,3,1,0,8,2,,,1,7.2875,4,1,0.4444444444,0.0034749921,1,1.8570317619
1306605,0,2,2,1,2,7,9,11,5,6,3,10,4,1,0,8,5,,,1,3.35,6,22,1,1.7634633325,1,1.8722266909
1307264,0,4,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,5.4733333333,6,5,1,1.7634633325,1,1.4842294149
1307330,6,1,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,2,2,1,3.39,4,0,1,1.7634633325,1,1.6418400324
1307355,0,2,2,5,1,7,9,11,5,6,4,10,4,0,0,8,4,,,1,3.3633333333,3,13,0.75,0.9714685793,1,1.0851737655
1307769,5,8,2,1,1,3,4,7,3,3,7,1,3,0,1,8,3,2,2,1,5.215,4,11,1,1.7634633325,1,0.8785453545
1308171,0,8,4,1,2,3,5,1,3,3,6,13,1,1,1,3,2,,,1,5.6733333333,6,6,0.375,-0.21652355,1,1.7305351264
1309021,0,10,2,1,2,5,6,6,3,5,6,4,3,0,0,8,2,,,1,6.628,5,1,0.8333333333,1.2354668304,1,1.4513036619
1309138,0,7,2,1,2,4,6,6,3,5,6,10,4,0,1,8,2,,,1,5.0683333333,6,6,0.6666666667,0.7074703283,1,1.2433402647
1309443,6,7,6,1,2,4,4,9,3,4,4,7,2,2,2,3,2,4,2,1,5.79,2,2,0.5,0.1794738262,1,1.2231426329
1309468,0,5,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,5.79,1,0,0.5,0.1794738262,1,1.4680434807
1309765,0,10,4,1,2,4,6,4,3,4,6,9,3,0,0,2,2,,,1,4.39,5,11,0.3333333333,-0.348522676,1,1.5912254597
1309930,0,12,2,1,2,6,8,10,4,5,6,13,1,0,0,8,2,,,1,7.24,2,11,0.6666666667,0.7074703283,1,1.3595384316
1309948,0,12,3,1,2,4,8,2,3,4,7,1,3,0,0,3,2,,,1,3.29,1,49,1,1.7634633325,1,3.0116741555
1309989,0,8,3,1,2,5,7,4,3,5,7,4,2,1,1,8,2,,,1,3.7733333333,6,1,0.4,-0.137324075,1,1.9657884729
1310961,0,11,2,1,2,5,7,2,3,5,6,1,2,1,0,8,2,,,1,5.105,4,8,0.4,-0.137324075,1,1.2175055442
1310987,0,3,2,2,2,7,9,11,5,6,4,13,1,0,0,8,4,,,1,4.9766666667,3,3,0.375,-0.21652355,1,1.3766604359
1311282,6,7,5,1,2,3,4,9,3,3,5,7,3,1,1,6,2,4,4,1,5.8566666667,6,9,0.3529411765,-0.28640544,1,1.7595728262
1311423,0,4,2,1,2,3,6,5,3,3,0,0,0,0,1,8,1,,,1,3.35,1,15,1,1.7634633325,1,1.5541953764
1313171,0,7,2,1,2,4,7,1,3,5,5,3,2,0,0,8,2,,,1,5.79,1,0,1,1.7634633325,1,1.4636586754
1313700,0,2,4,1,2,4,4,6,3,4,4,4,3,0,2,6,2,,,1,5.4066666667,6,1,0.4285714286,-0.046810389,1,1.7313613241
1315374,0,9,4,1,2,5,7,3,2,4,7,1,3,0,2,3,2,,,1,5.3566666667,3,10,1,1.7634633325,1,0.8195399333
1315788,6,11,3,1,2,4,7,1,3,4,7,1,3,2,0,8,2,6,6,1,5.84,4,12,0.4,-0.137324075,1,1.246398231
1315846,5,6,3,1,2,7,9,11,5,3,7,1,3,1,0,3,5,2,1,1,5.84,4,4,0.3636363636,-0.252523312,1,1.4809862895
1315986,0,7,3,1,2,7,9,11,5,4,5,1,3,3,3,3,5,,,1,5.5042857143,7,4,0.4375,-0.018524862,1,1.9076904095
1316331,0,4,4,1,2,4,6,13,1,2,7,0,6,1,0,3,3,,,1,5.29,1,19,1,1.7634633325,1,1.1844008389
1316612,5,4,3,1,1,7,9,11,5,3,4,13,1,0,0,6,3,4,2,1,5.69,3,5,0.375,-0.21652355,1,1.3492968622
1317040,0,10,4,1,1,3,6,6,3,4,7,1,3,1,1,2,2,,,1,5.89,2,1,0.4,-0.137324075,1,1.5043731777
1318162,0,9,4,1,2,3,5,3,3,3,6,1,3,1,2,6,2,,,1,5.3566666667,6,6,0.4285714286,-0.046810389,1,1.5915394242
1318303,0,9,4,1,2,3,6,1,3,3,7,1,2,0,0,6,2,,,1,4.97,5,7,0.5555555556,0.3554726602,1,1.0525854668
1318485,0,8,1,1,1,7,9,11,5,4,4,4,3,0,0,8,3,,,1,5.79,2,15,1,1.7634633325,1,0.9729523934
1318642,0,12,2,1,2,4,8,1,2,4,6,4,2,0,4,8,2,,,1,7.344,5,0,0.3125,-0.414522239,1,2.2505374337
1319467,0,12,4,1,2,4,8,2,3,4,8,13,1,0,0,3,2,,,1,5.49,1,9,0.5,0.1794738262,1,1.1467855272
1319855,0,6,4,1,2,4,4,6,3,4,4,8,2,0,1,8,2,,,1,7.0233333333,3,9,1,1.7634633325,1,1.4095456174
1320028,0,8,2,1,1,2,4,6,3,3,4,4,3,2,0,8,1,,,1,5.29,2,36,1,1.7634633325,1,1.8705837721
1320143,0,7,4,1,1,4,7,1,3,3,8,13,1,0,1,3,2,,,1,5.89,4,13,0.6666666667,0.7074703283,1,0.6419428422
1320192,0,6,2,1,2,6,3,10,4,5,7,13,1,0,0,8,1,,,1,4.34,2,12,0.6666666667,0.7074703283,1,0.6785897407
1320374,5,11,6,1,2,3,7,2,3,3,6,4,3,1,1,3,2,4,4,1,7.98,5,6,0.625,0.5754712028,1,1.9742157936
1320895,0,8,1,1,2,7,9,11,5,3,8,1,3,0,0,8,1,,,1,5.29,1,15,1,1.7634633325,1,1.1083605601
1325548,0,7,3,1,2,7,9,11,5,3,4,4,3,0,0,3,3,,,1,7.6216666667,6,11,1,1.7634633325,1,2.0366501315
1325696,0,2,1,3,2,7,9,11,5,6,3,10,4,0,0,8,4,,,1,3.39,1,29,1,1.7634633325,1,1.9162506955
1326298,0,9,5,1,2,4,5,7,3,4,5,3,2,0,2,3,2,,,1,5.3566666667,3,5,0.4285714286,-0.046810389,1,1.1628720447
1400119,6,4,3,5,1,7,9,11,5,3,6,4,3,0,0,3,3,3,3,1,5.29,2,29,1,1.7634633325,1,1.4528432024
1400663,0,9,3,1,1,7,9,11,5,4,8,1,2,0,0,8,1,,,1,6.0233333333,6,12,0.8571428571,1.3108949021,1,1.2844303547
1400721,0,4,3,1,1,7,9,11,5,2,6,4,3,1,0,2,1,,,1,5.49,1,6,1,1.7634633325,1,1.2066651886
1400754,0,1,2,1,1,5,4,7,2,4,3,13,1,0,0,8,2,,,1,7.5,1,38,1,1.7634633325,1,2.5396197393
1401521,0,7,3,1,2,5,6,1,3,5,6,4,2,1,1,8,2,,,1,5.9233333333,3,19,0.75,0.9714685793,1,0.651616872
1401760,0,3,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,,,1,4.87,5,0,0.2777777778,-0.52452151,1,1.9049444659
1402552,0,5,3,1,1,3,6,8,3,3,4,13,1,1,0,8,1,,,1,4.64,4,6,0.3333333333,-0.348522676,1,1.4846286283
1402610,0,1,1,1,1,7,9,11,5,6,3,10,4,1,0,8,4,,,1,5.0233333333,3,14,1,1.7634633325,1,0.7974471236
1402628,0,12,2,1,2,5,4,7,3,5,6,1,2,0,0,8,3,,,1,4.99,3,12,0.5,0.1794738262,1,0.8030897761
1403238,0,10,2,1,2,5,4,9,3,5,7,9,3,0,2,8,2,,,1,4.7975,4,8,0.8,1.12986753,1,0.5589128614
1403295,0,1,4,1,1,7,9,11,5,4,4,13,1,1,5,2,1,,,1,4.1633333333,3,6,1,1.7634633325,1,1.0948959174
1403832,0,9,2,1,2,5,7,1,3,5,4,3,3,0,0,8,2,,,1,5.79,2,0,0.3333333333,-0.348522676,1,1.6875400391
1404160,0,7,3,1,2,5,4,2,3,4,6,4,3,0,1,8,2,,,1,6.99,5,6,0.8333333333,1.2354668304,1,1.4473414023
1404764,0,11,4,1,2,4,8,1,3,4,6,7,3,0,0,8,2,,,1,5.73,5,4,0.3125,-0.414522239,1,1.7271248881
1404806,0,7,3,1,2,7,9,11,5,4,4,8,3,0,0,8,5,,,1,7.0533333333,3,19,1,1.7634633325,1,1.4714226755
1404947,0,5,5,1,1,3,4,13,1,3,3,6,3,1,0,7,2,,,1,5.49,5,4,0.4166666667,-0.084524425,1,1.4465282987
1405001,0,6,3,1,2,3,4,9,3,3,5,13,1,1,2,1,2,,,1,5.79,3,22,1,1.7634633325,1,1.1005267012
1405035,0,2,3,1,1,4,7,13,1,7,9,11,5,0,1,8,1,,,1,5.39,2,6,0.5,0.1794738262,1,1.0102142941
1405381,0,3,2,1,2,6,6,10,4,6,6,10,4,0,0,8,4,,,1,5.39,2,5,0.4,-0.137324075,1,1.3024962037
1405894,0,8,2,1,2,6,7,10,4,6,4,10,4,0,0,8,2,,,1,5.99,2,47,1,1.7634633325,1,2.6313091878
1405902,0,1,1,1,1,7,9,11,5,6,1,10,4,0,0,8,1,,,1,5.64,6,10,0.8571428571,1.3108949021,1,1.220095413
1405936,0,3,1,1,1,7,9,11,5,5,6,8,2,1,0,8,3,,,1,5.29,2,12,0.6666666667,0.7074703283,1,0.4762123272
1406231,0,9,4,1,2,3,6,6,3,3,5,6,2,0,2,6,2,,,1,5.7566666667,6,19,0.8571428571,1.3108949021,1,1.3052749208
1407049,0,1,2,1,2,7,9,11,5,4,5,1,2,1,0,3,4,,,1,5.79,1,38,1,1.7634633325,1,2.1347854537
1408369,0,7,3,1,1,6,4,10,4,6,4,10,4,0,0,8,2,,,1,6.34,2,11,1,1.7634633325,1,1.1423210207
1408609,0,10,2,1,2,4,6,2,3,5,7,1,2,1,0,8,2,,,1,3.7471428571,7,1,0.5,0.1794738262,1,2.0655484474
1408641,0,6,3,1,1,4,4,3,3,4,3,13,1,0,1,8,2,,,1,5.39,2,11,1,1.7634633325,1,0.8951527894
1408740,0,2,3,1,1,7,9,11,5,4,4,8,6,0,1,2,3,,,1,5.39,2,6,0.4,-0.137324075,1,1.2748605296
1800136,0,4,1,1,1,7,9,11,5,6,6,10,4,0,0,8,3,,,1,4.4185714286,7,11,1,1.7634633325,1,1.7500727582
1800375,0,2,3,1,2,6,4,10,4,7,9,11,5,0,0,8,1,,,1,5.99,1,47,1,1.7634633325,1,2.7111906102
1800961,6,1,1,1,1,7,9,11,5,6,3,10,4,0,0,8,4,1,1,1,5.3566666667,3,11,0.75,0.9714685793,1,0.171781814
1801282,0,7,4,1,2,3,4,3,3,4,4,13,1,1,0,8,2,,,1,5.9233333333,3,37,1,1.7634633325,1,1.9510882207
1801928,0,9,3,1,2,5,4,7,3,5,4,13,1,1,0,8,2,,,1,5.5185714286,7,6,0.28,-0.517481557,1,2.1752285529
1802405,0,12,4,1,2,5,4,3,3,5,6,1,3,2,0,8,2,,,1,7.09,4,0,1,1.7634633325,1,1.7168963997
1803841,0,6,2,1,2,6,4,10,4,6,6,10,4,0,0,8,2,,,1,5.29,3,17,0.5,0.1794738262,1,0.8581085229
1804187,6,11,4,1,2,4,6,8,3,4,5,8,3,0,0,2,2,2,1,1,5.79,3,4,0.6,0.4962717274,1,0.8684962458
1804864,6,7,4,1,1,4,5,13,1,4,4,7,3,0,2,8,2,3,1,1,5.37,5,4,0.3846153846,-0.186062214,1,1.5142640947
1806513,0,4,3,1,2,7,9,11,5,5,7,3,2,2,0,8,5,,,1,6.6883333333,6,3,1,1.7634633325,1,1.7925545755
1807420,0,1,3,1,1,7,9,11,5,6,1,13,1,0,0,8,4,,,1,4.0614285714,7,8,0.4666666667,0.0738745258,1,1.8943104732
1808162,0,5,3,1,2,7,9,11,5,3,4,3,2,0,1,3,3,,,1,5.14,4,2,0.8,1.12986753,1,0.8510950764
1808261,0,3,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,,,1,7.5,1,38,1,1.7634633325,1,2.5396197393
1808972,0,8,3,1,2,6,4,10,4,6,4,10,4,0,1,8,2,,,1,5.8757142857,7,22,0.5833333333,0.4434720772,1,1.7744833311
1809269,0,7,2,1,1,7,9,11,5,3,4,1,3,0,1,8,3,,,1,3.654,5,8,0.625,0.5754712028,1,1.2826842043
1810903,6,4,1,1,1,7,9,11,5,5,4,8,2,0,0,8,3,1,1,1,5.8233333333,6,8,0.3529411765,-0.28640544,1,1.7664422578
1811513,0,1,2,1,2,5,5,10,4,5,4,13,1,0,0,8,2,,,1,5.64,6,6,0.6,0.4962717274,1,1.3382513656
1813147,0,7,6,1,2,4,6,7,3,4,4,13,1,1,0,6,2,,,1,6.8233333333,3,13,0.5,0.1794738262,1,1.2930322752
1815381,0,9,2,1,2,5,5,10,4,5,5,4,3,2,0,8,2,,,1,5.59,5,12,0.4166666667,-0.084524425,1,1.3233631876
1815928,0,6,1,1,2,6,4,10,4,7,9,11,5,1,1,8,4,,,1,5.99,1,48,1,1.7634633325,1,2.7746428446
1816306,0,10,2,1,2,6,4,10,4,5,8,1,3,1,0,8,2,,,1,5.89,2,13,0.5,0.1794738262,1,0.991657658
