PANID,monetary,frequency,recency,loyality_tide,loyality_All,CLUSTER,DISTANCE
1190660,6.8615789474,19,0,0,1,6,2.4865282726
1190686,5.508125,16,0,0,0.0625,6,4.8498932815
1190744,4.09375,8,5,0.25,0.125,7,4.7890528715
1190751,8.99,2,12,0,0,7,5.6837026667
1190777,4.415,12,1,1,0,6,8.7061983693
1190900,5.7333333333,6,2,0,0.6666666667,7,6.1863231553
1190967,6.2969230769,13,4,0,1,6,7.7291193424
1191098,6.0166666667,9,1,0,0.1111111111,7,8.1388506712
1191197,4.2566666667,3,16,1,0,7,8.439739554
1191239,2.845,2,26,0,0,5,7.1576820935
1191296,7.428,5,1,0,0,7,7.1686487868
1191353,4.4478947368,19,2,0.0714285714,0.1428571429,6,2.4726287691
1191403,9.9166666667,3,29,0,0.3333333333,5,1.1106805044
1191429,4.4566666667,3,8,1,0,7,2.7088815301
1191437,7.74,2,7,0,0,7,3.5100414112
1191510,14.276666667,3,29,0,0,5,4.9673530469
1191528,4.465,4,4,0,1,7,4.5846244698
1191593,6.39,1,22,0,0,5,7.5742900772
1191676,5.485,12,4,0,0,7,8.1678251957
1191692,5.1733333333,6,0,0,0.6666666667,7,8.2020633905
1191809,6.6566666667,3,10,0,0.5,7,2.8301849227
1191825,4.79,2,20,0,0,5,9.9878185356
1191874,6.49625,8,18,0,0,7,10.414703654
1192013,2.49,2,2,0,0,7,7.6713176263
1192054,6.79,15,2,0.6,0.2,6,5.3959581785
1192088,8.708,5,13,0.2,0,7,5.565465621
1192146,3.3788888889,9,8,0,1,7,5.0025220865
1192245,10.23,4,3,0,0,7,6.5580948108
1192310,4.99,1,9,0,0,7,4.2300703678
1192351,4.59,1,23,1,0,5,7.6907316751
1192435,4.1057142857,7,3,0,0,7,5.8342306027
1192500,7.0233333333,6,8,1,0,7,1.5798947694
1192542,6.1555555556,9,12,0,1,7,5.7319791085
1192716,11.98,1,10,0,0,7,7.296879792
1192724,5.1066666667,6,6,0.3333333333,0.6666666667,7,2.59977215
1192773,4.8042857143,7,3,0.1428571429,0.1428571429,7,5.6213071468
1192872,9.8555,20,6,0,0.3157894737,6,5.3580297639
1192922,8.2990909091,11,3,0.5454545455,0,7,8.1778594067
1193003,4.0566666667,3,8,0,0.6666666667,7,2.9272300374
1193011,4.075,6,8,0,0,7,2.3527105411
1193060,5.74,2,12,0,0,7,4.9491989837
1193102,5.906,5,11,0,0,7,2.9694022422
1193169,4.148,15,8,0,0.0666666667,6,8.4994755258
1193219,8.077,10,1,0,0,7,8.8884868735
1193441,7.0216666667,6,15,0,0,7,7.0839530848
1193508,10.656666667,3,5,1,0,7,5.8245546611
1193516,5.7066666667,6,12,0.2,0.4,7,4.121821843
1193599,6.0116666667,18,6,0.1176470588,0.1764705882,6,4.8058599164
1193631,8.868,5,8,0.2,0,7,2.7081321447
1193649,53.91,1,40,0,0,9,3.3272961996
1193706,4.3937931034,29,0,0,0.0714285714,6,9.0760046139
1194118,14.99,1,51,1,0,4,13.233597448
1194134,6.72,10,0,0.8,0.1,7,9.5420353776
1194159,7.99,1,17,0,0,7,9.950933605
1194266,2.94,4,1,0,0,7,7.8147731071
1194381,9.3,6,6,0,1,7,3.9981372076
1194399,3.99,2,1,0,0,7,7.9487502637
1194506,8.49,2,14,0,0,7,7.0370492608
1194530,6.99,1,35,0,0,5,6.7022613437
1194555,7.0775,8,0,0.375,0,7,8.662914406
1194589,14.24,4,13,1,0,7,9.5522761074
1194597,4.83,10,2,0,0,7,8.0011148425
1194605,2.99,10,3,0,0,7,7.8234701913
1194621,5.79,4,19,0,0.25,5,10.668713081
1194639,5.6011111111,9,4,0,0,7,5.7651904333
1194647,2.99,1,3,0,0,7,7.1561909597
1194654,6.34,2,9,1,0,7,3.2002238123
1194662,4.99,1,10,0,0,7,4.5595559455
1194670,2.6566666667,3,4,0,0,7,5.7057106627
1194696,10.275,2,1,0,0,8,8.0042364076
1194795,6.7328571429,7,3,0,0,7,5.4889031574
1194837,4.6266666667,3,32,0.3333333333,0.6666666667,5,5.8172295918
1194944,6.7788888889,9,9,0,0,7,4.2166544552
1195024,8.19,3,12,0,0,7,4.8510474984
1195040,9.79,5,3,0.4,0,7,6.2231479161
1195057,3.9392857143,14,4,0,0,6,7.1972025271
1195131,5.3233333333,3,3,0,0,7,5.483357237
1195149,7.1785714286,14,1,0.2142857143,0.2142857143,6,6.4615684954
1195156,6.3185714286,7,12,0,0.6666666667,7,4.4923046508
1195248,4.765,4,12,0,1,7,4.3884093591
1195339,4.0457142857,7,4,0,0.5714285714,7,5.0376185601
1195503,7.1590909091,11,3,0,0.0909090909,7,7.9513893298
1195578,4.6092,25,1,0,0.0952380952,6,5.0761923548
1195628,3.0557142857,7,4,0.1428571429,0.1428571429,7,5.5050825691
1195644,7.49,1,9,1,0,7,4.3427310943
1196121,2.99,3,11,0,0,7,4.7540254577
1196162,12.93375,8,8,0,0.25,7,7.4320488539
1196170,8.59,2,8,0,0,7,3.8234848582
1196220,4.1175,4,5,0,0,7,3.801331239
1196287,11.061428571,7,9,1,0,7,5.4546613748
1196394,5.948,5,0,0.2,0,7,8.0558996546
1196444,6.7964285714,14,1,0.0714285714,0,6,6.4346074212
1196451,3.99,1,8,1,0,7,4.5746683897
1196535,11.19,1,0,1,0,8,7.9131115527
1196550,6.99,1,36,0,0,4,5.8208186038
1196584,5.8418181818,11,1,0,0.125,7,9.3029069306
1196626,7.9130769231,13,3,0,0,6,7.5950146433
1196642,7.4173809524,42,5,0,0,10,6.7240424708
1196758,7.92,5,1,0,1,7,7.3240559482
1196766,6.99,1,36,1,0,4,5.8807809514
1196808,7.47,5,12,1,0,7,4.2352466349
1196857,4.49,2,24,0,0.5,5,6.9255421804
1196873,7.5977777778,9,6,0,0,7,4.7718442876
1196923,6.735,4,8,0,0,7,1.1308872287
1197038,5.29,1,28,0,1,5,4.4518566595
1197178,5.146,10,11,0,0.375,7,5.9491408397
1197186,5.3628571429,7,1,0.2857142857,0.4285714286,7,7.395852975
1197244,10.47,5,5,0.8,0,7,5.3129494733
1197368,2.6344444444,9,1,0,0,7,8.8705730029
1197384,7.406,15,0,0,0.0666666667,6,5.7533887077
1197392,8.2025,8,3,1,0,7,6.2972457606
1197442,8.0366666667,6,4,0,0,7,4.5932708438
1197459,8.5285714286,7,5,0,0.4285714286,7,4.3901025506
1197467,5.86375,8,4,0,0.25,7,5.0896322705
1197582,7.80375,8,8,0.25,0.125,7,3.4684182472
1197731,14.83,2,13,0,0,8,10.010284808
1197749,6.99,5,12,0.2,0,7,4.0357022085
1197780,9.805,6,2,0,0.1666666667,7,7.1446934037
1197913,1.77,1,18,0,0,7,11.570807114
1197939,15.246666667,3,26,0.3333333333,0,5,6.5657424427
1198010,4.3,10,8,0.4,0.3,7,5.3945906021
1198036,8.2188235294,17,4,0,0,6,4.3583360973
1198069,5.1788888889,9,5,0,0.8888888889,7,5.231508477
1198077,3.9233333333,3,6,0,0,7,3.6149372905
1198093,6.8476,25,3,0,0.0869565217,6,4.7885708187
1198119,6.6441666667,24,1,0,0,6,3.7384421898
1198127,3.492,15,2,0.0769230769,0.1538461538,6,6.156244047
1198143,13.948571429,7,12,0,0,7,8.9708454711
1198168,5.3233333333,3,18,0,0,7,10.173889774
1198184,5.8566666667,6,8,0,1,7,1.4260298432
1198226,6.485,2,8,0,0,7,2.972271151
1198259,10.0825,8,10,0,0,7,5.342810245
1198275,4.99,1,5,0,0,7,5.1292567594
1198291,6.2566666667,3,16,0,0,7,8.1864991032
1198309,4.5445454545,11,1,0,0,7,9.437965121
1198317,8.4833333333,3,2,0,0,7,6.7710449172
1198366,7.69,6,17,0.25,0,7,9.1392880094
1198390,6.39,2,10,0,0,7,3.5460458906
1198408,4.15,5,8,0.2,0.2,7,2.0166306062
1198523,5.85,5,19,0,0.6,5,10.881917707
1198556,6.4178571429,14,2,0,0.5,6,6.3837486033
1198606,6.7983333333,12,5,0,0.3333333333,7,7.7191463314
1198705,6.3391666667,12,4,0.0833333333,0,7,8.1397860407
1198739,6.1066666667,3,3,0,0.3333333333,7,5.4219624387
1198747,5.89,2,20,0,0,5,9.5300600617
1198796,5.99,1,23,0,0,5,6.8725081953
1198804,3.24,20,0,0,0,6,3.7709939608
1198895,7.8188888889,9,3,0,0,7,6.6907027134
1198911,3.59,5,1,0,0,7,7.5108777041
1198929,8.7147368421,19,1,0.2105263158,0.1052631579,6,2.7398821214
1198937,16.74,1,45,0,0,4,11.571280361
1198986,2.99,7,4,0,0,7,5.5471495992
1199067,6.1042857143,7,8,0.4285714286,0.5714285714,7,2.1178890115
1199125,5.79,5,11,0,1,7,3.1074836611
1199166,8.36125,8,6,0.125,0.125,7,4.2875111406
1199174,8.0066666667,6,1,1,0,7,7.4082169774
1199208,5.3816666667,12,2,0,0,6,8.4477236793
1199216,4.99,1,25,1,0,5,6.0036365546
1199323,6.0625,4,5,0,0.3333333333,7,3.2105108378
1199331,12.355,8,3,0,0,8,6.6469776674
1199398,10.383333333,6,10,0.1666666667,0,7,4.7677175615
1199448,4.64,6,7,0.8333333333,0,7,2.2238589557
1199455,8.1625,4,22,0,0,5,7.2225987664
1199471,7.98,10,5,1,0,7,6.2298317119
1199539,8.735,4,10,0,0,7,3.3700314206
1199604,4.3525,8,6,0,0,7,4.1088060161
1199620,6.6966666667,12,5,0,0,7,7.7093051516
1199703,6.4862962963,27,1,0,0.619047619,6,6.7040771808
1199737,5.6042857143,7,2,0.5714285714,0,7,6.4271969144
1199828,11.49,3,5,1,0,8,6.3374086514
1199851,7.35,5,2,0.4,0,7,6.1715215462
1199877,5.365,8,4,0.125,0.25,7,5.1396118332
1199885,7.6183333333,6,6,0,0.1666666667,7,2.7361976267
1199893,5.005,6,8,0.6,0,7,1.6203396112
1199919,4.91,5,4,0,0.4,7,4.2563174402
1200089,6.2375,4,2,0,0,7,6.1303682811
1200121,5.54,2,4,0,1,7,5.1284924456
1200295,7.74,2,15,0,0,7,7.7129003322
1200337,5.05,5,8,0,0,7,1.1413673511
1200378,5.79,1,14,0,1,7,7.2043128518
1200402,5.09,1,13,0,0,7,6.4228514316
1200436,6.2033333333,6,5,0,0.2,7,3.2373014567
1200543,6.49,2,12,0,0,7,4.9418474731
1200550,8.44,2,8,0.5,0.5,7,3.7534165527
1200691,6.99,2,6,0,0.5,7,3.7087743294
1200717,4.44,4,12,0,1,7,4.502529418
1200725,6.888125,16,1,0.0625,0.1875,6,4.4692151873
1200774,7.9757142857,7,0,0.4,0,7,8.5084184461
1200790,4.24,10,0,0.8,0.1,7,9.7180492151
1200923,4.065,4,22,0,0,5,8.8941536153
1200931,7.59,5,9,0.2,0,7,1.7177181664
1201012,13.49,1,4,1,0,8,5.0828944838
1201020,4.885,20,0,0.85,0.1,6,2.5705188821
1201087,4.29,2,3,0,0,7,6.1449699192
1201103,5.09,1,19,0,0,5,10.817162173
1201160,5.73,10,12,0,0.6,7,6.4504016574
1201293,5.99,1,50,0,0,4,8.3694552448
1201319,11.07,4,11,0,0.25,7,5.8067535842
1201368,7.29,1,22,0,0,5,7.2635972996
1201392,6.9636842105,19,0,0,0,6,2.3572910172
1201400,2.51,3,11,0,0,7,5.0870123941
1201426,8.7,7,0,0.1428571429,0,7,8.6896787293
1201442,4.99,1,50,0,0,4,8.3914714586
1201525,8.48625,8,4,0,0,7,5.5862170491
1201624,2.902173913,23,2,0,0,6,4.4644590651
1201640,5.0757142857,7,2,0.8571428571,0.1428571429,7,6.515783648
1201673,5.5125,4,6,0,0,7,2.3630332212
1201699,3.69,5,3,0,0,7,5.6303373678
1201749,18.415,10,0,1,0,8,7.0942133234
1201756,2.99,1,51,0,0,4,9.739332205
1201814,3.84,2,38,0,0.5,4,4.1446612683
1201830,8.4742857143,7,5,0,0.4285714286,7,4.3610968303
1201897,13.465,8,1,0,0.375,8,6.3487950534
1201921,3.9057142857,7,8,0,0,7,3.0629441658
1201954,8.985,2,20,0,0,5,8.8694536439
1201962,13.7025,4,2,0,0,8,4.2158803637
1201988,9.980212766,47,3,0.4893617021,0.1489361702,10,4.668059149
1202077,9.67,5,7,0.4,0,7,3.668218186
1202127,1.9166666667,3,2,0,0,7,7.6485751552
1202150,89.85,1,29,0,0,3,0
1202184,4.99,1,15,0,0,7,8.0789743122
1202218,7.1733333333,6,2,0.75,0,7,6.2503515433
1202275,6.0311764706,34,0,0,0,10,13.602576455
1202291,4.4834042553,47,0,0,0,10,2.0043953905
1202309,8.1272727273,11,0,0,0,6,9.6900986008
1202325,3.74,2,30,0,0,5,5.7851854442
1202424,4.554,5,5,0,1,7,3.5680601138
1202440,7.43875,8,0,0,0.1428571429,7,8.708594192
1202465,6.1125,4,3,0,0,7,5.1453463817
1202473,5.0042105263,19,0,0,0.1578947368,6,2.7482147777
1202481,6.99,2,6,0,0.5,7,3.7087743294
1202499,7.14,2,14,0,0,7,6.7127451716
1202507,3.6822222222,9,0,0,0.1111111111,7,9.3530691694
1202515,3.5722727273,22,0,0,0.0833333333,6,3.8304036211
1202523,11.39,3,5,1,0,7,6.4072792686
1202531,8.727826087,23,3,0.0434782609,0.0434782609,6,3.6397618049
1202572,5.44,4,3,0,0.5,7,5.2084897778
1202606,7.789,10,14,0.1,0,7,7.9751482317
1202689,7.84,12,6,0.3333333333,0.1666666667,7,7.5376934183
1202705,6.83,5,8,0.6,0.4,7,0.8266979346
1202713,6.855,6,12,0,1,7,4.2428592747
1202747,6.19,2,12,0,0,7,4.9311197613
1202754,4.216,10,4,0.5714285714,0.4285714286,7,6.782047112
1202911,6.6314285714,7,12,0,0.5714285714,7,4.5033438749
1202952,9.215,4,14,0,0,7,6.7557675466
1203166,5.99,1,45,0,0,4,3.3983686913
1203190,3.64,3,1,0,0,7,7.7419111403
1203224,3.5444444444,9,6,0,0,7,5.2509621332
1203257,3.4566666667,3,3,0,0,7,6.0570771819
1203315,10.766153846,13,0,0.6153846154,0,6,8.7259263182
1203356,4.8025,8,0,0.75,0,7,8.7366170021
1203364,3.9233333333,3,3,0.3333333333,0,7,5.8610394622
1203372,3.99,2,6,0,0,7,4.2027260524
1203448,5.25,5,13,0,0,7,5.0376189327
1203455,4.24,4,4,1,0,7,4.6530640097
1203513,6.69,4,8,0,0,7,1.108825402
1203547,6.4555555556,9,1,0,0.7777777778,7,8.169527728
1203554,8.69,6,16,0.5,0,7,8.4123051335
1203562,5.74,4,19,0,0.75,5,10.705820659
1203604,7.32,3,10,0,0,7,2.9952128505
1203653,3.19,1,44,0,0,4,3.4528784378
1203711,5.5757142857,7,5,0,0.4285714286,7,3.7449684078
1203844,8.99,1,2,0,0,7,7.7610115889
1203877,3.99,9,0,0,0,7,9.2769038078
1203885,10.3825,4,21,0,0.5,5,8.1536363086
1203950,4.79,1,42,0,0,4,1.0641435706
1203976,7.6245454545,11,0,0,0.2727272727,6,9.6181372936
1204065,11.98,1,10,0,0,7,7.296879792
1204214,5.49,1,47,1,0,4,5.4391745466
1204255,6.99,1,50,0,0,4,8.4663314929
1204354,4.4233333333,15,7,0.1538461538,0.3076923077,6,7.7270484119
1204388,8.19,3,39,0,0,4,3.9771491164
1204420,4.3011111111,9,11,0,0,7,5.3536861504
1204453,8.7042857143,7,0,0.3333333333,0,7,8.6915814788
1204461,4.352,20,1,0.1,0.2,6,2.3390868645
1204503,4.99,1,32,0,0,5,5.5395856327
1204594,10.26375,8,3,0.875,0,7,7.2199485452
1204602,8.99,1,24,0,0,5,5.0057187011
1204628,8.5115,20,1,0,0,6,2.2269169037
1204636,8.268,5,16,0,0,7,8.2255912948
1204701,7.49,2,9,0,0,7,3.3744242412
1204719,4.9455555556,9,3,0.4444444444,0.2222222222,7,6.5968243242
1204750,5.69,3,4,0,1,7,4.6095027959
1204768,6.1328571429,7,11,0,0.3333333333,7,3.6064281595
1204776,5.09,2,17,0.5,0,7,9.4862776817
1204834,6.44,2,18,0,0,7,10.381138409
1204941,5.29,2,18,0,1,7,10.450858542
1205112,8.26375,8,1,0.125,0,7,7.9685037667
1205138,7.49,6,15,0,0,7,7.1558064484
1205237,17.97,1,29,0,0,5,8.6473588511
1205252,5.14,2,19,0,0.5,5,10.748868664
1205286,7.69,1,14,1,0,7,7.3423564636
1205294,5.4233333333,6,11,0.3333333333,0.1666666667,7,3.2203155029
1205419,7.04,4,14,0.25,0,7,6.0872974916
1205427,3.6766666667,3,4,0.3333333333,0.3333333333,7,5.1426552338
1205526,13.03,2,29,0.5,0,5,3.6398616362
1205641,3.39,1,16,0,1,7,9.3406059279
1205773,8.2314285714,14,0,0.3571428571,0.1428571429,6,6.856649934
1205914,10.845714286,7,0,0.5714285714,0.1428571429,8,8.210698615
1205922,4.5147368421,19,2,0,0,6,2.4259894968
1205971,7.008,5,13,0,0,7,5.0255732591
1205989,7.82,3,25,0,0,5,4.2700405334
1205997,5.09,4,15,0,0,7,7.0976758858
1206003,12.73,4,22,0,0,5,7.8557719313
1206136,16.99,1,16,0,0,8,12.782980649
1206169,10.39,4,3,1,0,7,6.7021409776
1206185,4.09,11,2,0,0.5,7,8.8194424262
1206250,3.3233333333,3,19,0,0,7,11.478878833
1206276,5.79,1,38,0,1,4,3.787969998
1206342,5.5422222222,9,6,0,0.2222222222,7,4.5931031634
1206375,2.99,2,20,0,0,5,10.93602158
1206391,7.29,1,42,0,0,4,1.7204276132
1206433,5.79,1,1,0,1,7,8.1396196056
1206581,3.9641666667,12,3,0,0,6,8.8229484212
1206607,10.3625,4,3,0.5,0.25,7,6.6444992678
1206649,8.985,2,7,0,0,7,4.2185258382
1206680,6.765,4,4,1,0,7,4.2793779256
1206714,7.74,2,1,0,0,7,7.8066676686
1206797,6.8566666667,3,3,0.6666666667,0,7,5.4779975068
1206805,5.516,5,11,0.4,0,7,3.0271373307
1206839,5.2066666667,6,15,0,0.1666666667,7,7.0957838221
1206870,8.49,2,24,0,0,5,4.9492011734
1206904,5.0990909091,11,5,0,0.1818181818,7,6.867450933
1206912,8.085,10,4,0,0,7,6.7619556781
1206953,5.29,2,18,0,1,7,10.450858542
1207035,2.62,3,1,0,0,7,8.1317574561
1207043,3.64,6,6,0,0.1666666667,7,3.4260909826
1207068,3.99,2,17,0.5,0.5,7,9.679569667
1207134,9.34125,8,1,0.5,0,7,8.3223928795
1207191,22.74,1,1,0,0,8,6.5115331301
1207209,5.1826666667,15,0,0,0.1538461538,6,5.8312502735
1207258,2.99,7,15,0,0,7,7.9137522587
1207266,6.8275,8,9,0,0,7,3.2759343016
1207290,4.0566666667,3,24,0.6666666667,0.3333333333,5,7.2880541036
1207357,5.32,8,3,0,0,7,5.9687468606
1207423,17.97,1,40,0,0,4,12.414897217
1207480,3.6566666667,3,27,0,0,5,6.10878767
1207530,8.65,5,6,0,0.2,7,3.2321454638
1207571,7.615,4,10,0,0,7,2.617498465
1207647,6.73625,8,10,0,0,7,3.6762675162
1207662,7.5127272727,11,3,0,0,7,8.0041762969
1207704,6.99,2,15,0,0.5,7,7.6039136605
1207787,3.99,4,3,0,0,7,5.5853369759
1207803,9.98,1,20,0,0,5,8.9472284512
1207894,3.6757142857,7,8,0,0.5,7,3.2566938266
1207902,5.9228571429,14,0,0,0.1818181818,6,6.6590364912
1208009,3.965,4,3,0.5,0,7,5.5988290902
1208058,15.6125,8,0,1,0,8,5.7705342466
1208074,5.189,10,6,0,0,7,5.5473871602
1208173,17.97,1,29,0,0,5,8.6473588511
1208272,5.7185714286,7,5,0,0.8571428571,7,3.785229541
1208355,4.6275,8,4,0.75,0.125,7,5.3297305755
1208397,9.48,4,40,0,0,4,4.8776226296
1208462,6.29,6,15,0,0,7,7.0329160766
1208512,7.1166666667,3,9,0,0.5,7,2.4040022722
1208538,7.5775,24,1,0.347826087,0.0434782609,6,3.8866034659
1208587,5.61,5,20,0,0,5,10.059593339
1210039,8.7716666667,18,7,0.5555555556,0,6,6.1229391957
1210120,7.7361538462,13,0,0,0,6,7.7006968825
1210146,2.99,1,8,0,0,7,5.0686629962
1210153,6.988,5,15,0,0,7,7.0010796191
1210161,21.98,1,47,1,0,4,17.187777909
1210203,4.1175,4,6,0.25,0.25,7,3.050975673
1210229,5.8445454545,11,1,0,0.5454545455,7,9.312668988
1210377,7.69,2,14,1,0,7,6.857173071
1210492,4.1633333333,3,2,0,1,7,6.725458888
1210500,7.69,1,38,1,0,4,4.279582296
1210567,6.968,5,6,0,1,7,2.3841043438
1210575,5.065,4,1,0,0,7,7.2032305487
1210609,6.3442857143,7,4,0,1,7,4.6366501794
1210799,14.19,1,45,1,0,4,9.2013404208
1210807,12.49,2,3,0.5,0,8,5.4795637849
1210963,5.5233333333,3,6,0,1,7,3.0373062691
1210989,5.6263636364,11,4,0,0.1818181818,7,7.3089945402
1211060,6.99,1,50,0,0,4,8.4663314929
1211078,23.965,2,3,0.5,0,8,6.7102352542
1211185,5.79,5,3,0,1,7,5.1466507437
1211425,2.99,2,49,0,0,4,7.8469536824
1211458,4.39,3,14,0,0,7,6.5087011234
1211474,14.364,5,10,0,0,8,7.2637265712
1211607,6.815,4,3,0,0,7,5.1861810837
1212027,5.64,2,19,0,1,5,10.592761565
1212043,89.85,1,29,0,0,3,0
1212076,6.8733333333,6,8,0.2,0,7,1.2783002469
1212100,6.39,2,45,0,0,4,3.4757652006
1212183,3.3271428571,7,1,0,0.1666666667,7,7.876884068
1212274,7.4875,4,27,0,0,5,3.2797402503
1212340,10.633636364,11,4,0.8181818182,0,7,8.5704812867
1212472,5.485,10,1,0,0.7777777778,7,8.7307976024
1212555,4.8471428571,14,1,1,0,6,6.6863801442
1212563,14.99,1,37,1,0,5,9.9665613762
1212605,4.6428571429,14,1,0,0,6,6.6917281087
1212761,4.8566666667,6,6,0,0,7,2.6625467462
1212878,9.6533333333,3,12,0,0,7,5.6218294404
1212936,9.52,11,10,0,0.0909090909,7,7.19527497
1213157,3.93,4,19,0,0.25,7,11.216116376
1213165,6.44,6,16,0.3333333333,0.1666666667,7,8.02367507
1213173,6.66,7,9,0,0,7,2.3295342241
1213199,17.99,4,1,0,0,8,2.6713453956
1213306,8.14,2,19,0.5,0.5,5,9.946046815
1213355,5.4875,4,3,0,0,7,5.1893096361
1213397,5.8785714286,7,10,0.1428571429,0.1428571429,7,2.8469724188
1213439,14.99,1,20,0,0,5,10.533438544
1213504,6.4733333333,6,11,0,0.1666666667,7,3.1538000696
1213546,2.36,3,34,0,0,4,8.4839309625
1213595,22.185,2,0,1,0,8,6.1814954873
1213603,6.4233333333,3,15,0,0,7,7.2236800709
1213611,13.226,5,0,0.6,0,8,5.7335066261
1213660,4.965,4,19,0,0,5,10.974203715
1213686,6.14,2,18,0,0.5,7,10.383885478
1213702,5.2425,4,15,0,0,7,7.0762171407
1213736,2.99,1,45,0,0,4,4.319252968
1213769,5.8436363636,11,7,0.1,0.3,7,6.1580006105
1213785,8.428,5,12,0,0.25,7,4.5584161758
1213827,7.49,1,23,1,0,5,6.2970493479
1213843,10.14,6,12,1,0,7,5.7579228747
1213868,16.632,5,1,0,0.2,8,2.9943268708
1213884,6.01,5,14,0,0.6,7,5.9734683982
1213892,4.49,10,2,0,0,7,8.0647506139
1213983,7.289047619,21,4,0.380952381,0,6,2.3912493859
1214023,5.79,1,22,0,1,5,7.8868440597
1214080,2.99,7,4,0,0,7,5.5471495992
1214122,7.64,2,2,0,0,7,6.8945493261
1214213,9.2525,20,9,0.2105263158,0.2631578947,6,7.6741253967
1214270,9.245,8,1,0.6666666667,0,7,8.2936568141
1214338,6.6988888889,9,0,1,0,7,9.066797191
1214353,12.73,2,0,0.5,0,8,6.3381693559
1214445,7.0775,4,9,0,0.3333333333,7,1.6482851067
1214528,7.3122222222,9,0,0,0,7,9.0915655214
1214635,9.24,2,29,1,0,5,0.7471517407
1214668,7.548,10,7,0.4444444444,0.1111111111,7,5.3512133349
1214692,6.1716666667,12,3,0,0.4,6,8.4600517118
1214700,3.8066666667,6,6,0,0.1666666667,7,3.3052561932
1214767,3.23,5,14,0,0,7,6.6366032738
1214874,7.1,8,22,0.25,0.375,5,9.3291693361
1214981,13.48,6,7,0.3333333333,0,8,5.7097841563
1214999,9.328,5,0,0.2,0,7,8.6524736859
1215046,10.14,4,20,0,0.25,5,9.0895408551
1215178,7.4263636364,11,11,1,0,7,6.8987595772
1215251,5.69,4,7,0.25,0.25,7,1.4975543768
1215400,4.1727272727,11,4,0,0,7,7.5568178082
1215426,10.49,2,11,0.5,0,7,6.014947371
1215434,21.99,1,17,1,0,8,14.43490641
1215459,2.945,2,20,0,0,5,10.962462963
1215483,8.6533333333,6,3,0,0,7,5.7352095078
1215491,6.89,3,20,0,0,5,9.2507320384
1215566,7.7535714286,14,11,0.0714285714,0.1428571429,7,9.6559501657
1215574,6.464,25,0,0,0.16,6,4.9892250475
1215608,11.0575,4,12,0,0.25,7,6.3633273877
1215640,11.002,5,10,0.2,0,7,5.2175620718
1215707,3.882,5,19,0,1,7,11.220095556
1215715,2.9933333333,3,0,0,0,7,8.872598634
1215723,4.69,2,31,0.5,0,5,5.1826393385
1215731,7.21,5,4,0.2,0,7,4.1869466214
1215749,6.93,5,5,0,0,7,3.1563086076
1215822,6.69,3,14,0,0,7,6.2845206902
1215848,8.7571428571,7,4,0,0.1428571429,7,5.2358373622
1215855,7.1455555556,18,1,0,0.3333333333,6,2.6108587814
1215889,6.09,3,14,1,0,7,6.3092448119
1215947,4.315,4,12,0.25,0,7,4.4622472173
1215954,6.14,17,1,0.2352941176,0.1176470588,6,3.4930720993
1215996,4.59,1,20,0,0,5,10.142224664
1216085,4.075,6,3,0,0.3333333333,7,5.5756662391
1216093,6.8233333333,6,3,0.3333333333,0,7,5.2058455467
1216101,3.81,10,5,0,0.2,7,6.3608079809
1216119,3.5566666667,3,5,0,0,7,4.4664227643
1216143,3.99,4,8,0,0,7,2.38249127
1216168,5.39,5,0,0,0,7,8.0927569383
1216200,4.9275,8,4,0.25,0.625,7,5.2479329645
1216259,4.95,5,10,0,0.4,7,2.3224751204
1216374,4.86,3,3,0,0,7,5.5731872976
1216432,9.08,4,8,0.25,0,7,3.0686605692
1216614,8.99,2,10,0,0,7,4.529057937
1216648,3.79,1,24,1,0,5,7.5351013378
1216663,5.7677777778,9,8,0.4444444444,0.3333333333,7,4.0874603745
1216697,4.39,9,0,0,0,7,9.1914179204
1216705,5.722,10,11,0,0.7,7,5.9012894789
1216796,4.7533333333,12,1,0,0,6,8.5940447173
1216853,4.451,10,1,0,0.2,7,8.8469984973
1216895,13.335,4,10,1,0,7,7.5338124641
1216911,3.84,4,14,1,0,7,6.5046396197
1216929,5.1166666667,3,8,0,0.3333333333,7,2.2294696362
1216945,3.79,1,23,1,0,5,8.2149347657
1216952,9.89,5,10,1,0,7,4.280791934
1216978,2.4535294118,17,3,0,0,6,5.3937911707
1216986,4.25,5,0,0.75,0,7,8.2949224957
1217000,4.54,4,10,0,0,7,2.7166249576
1217059,7.7390909091,11,3,0,0.1111111111,7,8.0445793976
1217091,4.812,5,4,0,0.4,7,4.2862015194
1217109,4.2917777778,45,2,0,0,10,2.8413338199
1217158,6.84,2,9,0.5,0,7,3.1821937586
1217166,6.89,3,19,0,0,5,10.21192657
1217174,3.8804761905,21,0,0,0.1904761905,6,3.2710297216
1217190,17.97,1,29,0,0,5,8.6473588511
1217307,6.4028571429,7,7,0.1428571429,0.1428571429,7,2.322330568
1217331,8.7666666667,6,3,0,0,7,5.7853124535
1217356,5.9834285714,35,0,0,0.2,10,12.609122781
1217414,4.15,5,4,1,0,7,4.5952099475
1217505,6.4816666667,24,0,0.1666666667,0.3333333333,6,4.0784176164
1217521,7.99,3,0,0,0,7,8.4858347278
1217539,7.29,4,28,1,0,5,3.0412199442
1217638,4.39,4,12,0,0,7,4.4364066759
1217646,3.27,5,7,0,0,7,3.0885335036
