PANID,monetary,frequency,recency,loyality_tide,loyality_All,CLUSTER,DISTANCE
1401299,12.78,1,45,0,0,4,7.8700328644
1401307,17.97,1,40,0,0,4,12.414897217
1401323,5.4114285714,14,3,0.1666666667,0.1666666667,6,6.5631657877
1401331,6.89,1,37,0,0,4,4.8299694305
1401349,12.81,5,3,1,0,8,4.9360749007
1401356,6.847,10,15,0,1,7,8.6672669337
1401406,5.5735294118,17,0,0,0,6,3.9588226396
1401422,11.28,1,2,0,0,8,7.1516896749
1401455,6.7952941176,17,0,0.1764705882,0.2941176471,6,3.8567560108
1401513,7.3566666667,12,16,0,0,7,10.697168019
1401521,6.1233333333,6,8,0,0.75,7,1.2498247433
1401539,10.423333333,6,5,0,0,7,5.350862823
1401547,8.7211111111,9,7,0,0,7,4.9143492531
1401554,6.335,8,14,0,0,7,6.6933185911
1401588,5.9233333333,3,33,0,0,5,5.4926419266
1401620,8.19,2,23,1,0,5,6.0202577828
1401638,8.26,4,12,0,0,7,4.575139262
1401679,6.887,10,5,0,0.1,7,5.9529760508
1401703,17.97,1,29,0,0,5,8.6473588511
1401711,6.83,5,16,0,0,7,7.9796983264
1401745,14.99,4,12,1,0,8,8.8133223523
1401760,5.735,18,0,0.0555555556,0.2777777778,6,3.105101127
1401786,8.9066666667,3,4,0,0,7,5.270912292
1401802,6.885,2,3,0,0.5,7,5.9079858408
1401828,6.1233333333,6,6,0,0.3333333333,7,2.3272512514
1401836,5.535,2,14,0,0,7,6.6710067444
1401844,2.89,3,18,0,0,7,10.654475069
1401869,7.09,2,14,0,0,7,6.7056539836
1401877,7.69,2,8,1,0,7,3.4124026588
1401885,8.085,2,35,0.5,0,5,6.2902809738
1401927,9.1755555556,9,0,0,0.2222222222,7,9.5082560124
1401968,7.3263636364,11,1,0.4444444444,0.2222222222,7,9.3710301544
1402008,2.99,1,32,0,0,5,7.2340519591
1402057,8.235,2,35,0,0,5,6.2644137385
1402073,14.59,2,44,1,0,4,9.2766871911
1402081,20.675,4,1,0,0,8,4.0718697659
1402131,10.59625,16,1,1,0,6,6.1070194955
1402156,5.69,9,1,0.1111111111,0,7,8.1500438686
1402172,7.99,2,34,0,0,5,5.3461861751
1402271,8.0033333333,6,12,0.1666666667,0,7,4.4834273128
1402305,7.32,3,1,0,0,7,7.4099125562
1402321,3.71375,8,1,0,0.125,7,8.0690705288
1402347,10.4125,4,9,0.5,0.25,7,4.4663299845
1402362,8.9892307692,13,4,0.6153846154,0,6,8.0840475325
1402404,8.362,5,2,0,0.25,7,6.4439154124
1402412,7.39,1,50,1,0,4,8.5786257331
1402420,7.2325,4,5,0,0,7,3.3774121981
1402461,2.99,1,36,0,0,4,6.2735936914
1402479,4.8944444444,9,3,0,0.2222222222,7,6.605521653
1402487,7.2866666667,6,10,0,0.1666666667,7,2.4931797645
1402537,10.986666667,3,7,0,0,7,5.3111914392
1402552,5.0733333333,12,4,0.0833333333,0.3333333333,7,8.212596634
1402560,7.95,25,0,1,0,6,5.2596139166
1402602,2.99,1,1,0,0,7,8.684408952
1402610,5.0233333333,3,14,0,1,7,6.425248085
1402628,9.3828571429,7,10,0,0.5,7,4.3097123418
1402636,3.99,1,4,0,0,7,6.063016739
1402750,11.425555556,9,4,0,0,7,7.7852839819
1402768,2.99,2,10,0,0,7,4.7533229284
1402784,11.98,1,10,0,0,7,7.296879792
1402792,6.2233333333,3,3,0.5,0,7,5.422780548
1402826,5.365,4,16,0,0,7,8.0472524028
1402834,5.2717647059,17,0,0,0.0588235294,6,4.038321431
1402909,10.49,2,32,0.5,0,5,3.3381586336
1402941,5.1709090909,11,6,0,0,7,6.4745435352
1402982,10.51,5,26,1,0,5,4.2676487264
1403006,5.2618181818,11,10,0,0,7,6.428975979
1403014,7.98,1,4,0,0,7,5.9444034847
1403071,9.4546153846,13,3,0,0.0833333333,6,8.025245271
1403089,8.985,2,26,0,0,5,2.9022063581
1403121,6.44,2,8,0,0,7,2.9677404945
1403147,2.99,1,4,0,0,7,6.4890002431
1403154,8.54,7,2,0,0,7,6.8231718346
1403162,10.17,8,5,0,0.25,7,5.8959994806
1403170,9.4566666667,3,10,0,0,7,4.2987040658
1403188,6.8442857143,7,2,0,0,7,6.4320533059
1403212,14.99,5,3,1,0,8,2.8891036313
1403220,2.99,1,42,0,0,4,2.7489313201
1403238,9.243,10,0,0,0.8,7,10.019170086
1403246,6.4346153846,13,2,0,0,6,7.3744583339
1403261,5.864,5,2,0,0,7,6.0643421521
1403295,4.1633333333,3,6,0,1,7,3.5799466012
1403311,8.4383333333,12,7,0.4166666667,0,7,7.4910695652
1403329,19.646,5,10,0,0,8,6.8375845732
1403337,4.39,2,15,0,0,7,7.7555542246
1403360,10.99,3,5,1,0,7,6.0853930437
1403394,4.39,17,0,0,0.0588235294,6,4.387367148
1403410,8.59,2,32,0,0,5,3.2654492883
1403428,7.6566666667,3,47,0.3333333333,0,4,5.9185152743
1403444,2.6175,4,8,0,0,7,3.6777999898
1403451,3.27,5,6,0,0,7,3.5556974139
1403485,8.6275,4,1,0,0,7,7.5333455022
1403501,9.9833333333,3,26,0,0,5,3.0602053425
1403519,9.5025,8,7,0.875,0,7,4.6956055989
1403550,5.44,8,8,0,0.25,7,3.1499458702
1403576,7.515,8,6,0,0,7,3.9280108664
1403592,2.575,4,2,0,0,7,7.1030343067
1403600,10.852083333,24,3,0,0,6,5.789444474
1403642,7.565,14,4,0,0.1538461538,6,6.8092930241
1403683,7.5344444444,9,1,0.4444444444,0,7,8.2537773796
1403717,5.3233333333,3,10,0,0,7,2.8878352294
1403733,5.19,8,12,0,0.4,7,5.0983335149
1403758,6.3578947368,19,5,0,0,6,3.4473241253
1403766,4.87,5,8,0,0,7,1.3175624547
1403782,10.2625,4,9,1,0,7,4.3856033742
1403808,15.055,6,0,1,0,8,4.8609352772
1403816,7.4455555556,9,1,1,0,7,8.274051444
1403824,13.475,4,12,0,0,7,8.3662936035
1403832,6.4883333333,6,0,0,0.3333333333,7,8.1328770159
1403840,3.39,2,13,0.5,0,7,6.3988329048
1403865,4.39,1,33,0,0,5,6.6055247769
1403873,9.33,4,2,0,0,7,6.8994789226
1403915,8.8566666667,6,9,0.5,0,7,3.0601379628
1403931,3.3918181818,11,2,0,0.2857142857,7,9.0026186739
1403949,12.79,2,8,0,0,8,6.8150272949
1403956,6.7,9,14,0.2222222222,0.2222222222,7,7.2196744521
1404004,20.99,3,8,0,0,8,5.6845189178
1404053,11.98,2,37,0,0,4,7.856848713
1404103,4.99,1,21,0,0,5,9.0812124929
1404137,2.99,1,11,0,0,7,5.8634042909
1404152,11.08,4,32,0,0,5,4.0467707855
1404160,9.4883333333,6,6,0.1666666667,0.8333333333,7,4.110202443
1404194,5.585,10,2,0,0,7,7.9103928366
1404202,8.59,2,2,1,0,7,7.1990210672
1404251,5.575,8,0,0.125,0,7,8.6334321554
1404277,5.2566666667,6,0,0.1666666667,0,7,8.1722510899
1404293,7.69,1,32,1,0,5,3.8159889045
1404319,12.08875,16,2,0,0,6,7.1003375663
1404327,6.615,4,2,0,0,7,6.146528253
1404384,7.5716666667,6,1,0,0,7,7.2721475162
1404418,4.9733333333,12,2,0,0.0833333333,6,8.5103292328
1404426,6.5572413793,29,0,0,0.1034482759,6,8.8285734632
1404442,7.6375,4,2,0,0,7,6.3046555984
1404467,8.98,1,48,0,1,4,7.2290670644
1404509,7.662,15,0,0.2,0.0666666667,6,5.7966042131
1404566,12.367,10,1,0.5,0.1,8,8.3858565388
1404608,7.19,4,18,1,0,7,10.077190442
1404632,6.815,8,6,0.125,0,7,3.7404091623
1404657,4.028,10,16,0,1,7,9.7010630547
1404665,12.33,5,19,1,0,5,10.701090552
1404699,7.0566666667,12,0,1,0,6,8.6292255113
1404764,9.633125,16,2,0.5,0.3125,6,5.3916222001
1404772,5.6275,8,9,0,0,7,3.2523972945
1404806,7.0533333333,3,19,0,1,5,10.21513146
1404848,2.99,1,26,0,0,5,7.1116744823
1404855,5.264,20,4,0,0.125,6,2.5149401948
1404897,4.155,6,18,0,0,7,10.206274626
1404921,8.176,15,8,0.4666666667,0,6,8.3424751139
1404947,6.5170588235,17,4,0,0.4166666667,6,4.0111157628
1405001,5.79,3,22,0,1,5,7.8584225465
1405027,9.268,5,9,0.2,0,7,3.2486387835
1405035,6.315,4,6,0,0.5,7,2.3056610592
1405043,2.865,8,4,0,0,7,6.0572672704
1405068,8.985,2,26,0,0,5,2.9022063581
1405076,11.69,6,3,0.5,0,8,6.2558682773
1405084,13.32,3,17,1,0,7,11.649256249
1405126,7.23,4,21,0,0,5,8.3697625576
1405159,5.04,2,35,0,0,4,6.7062558454
1405175,3.99,2,8,0,0,7,3.6681080243
1405209,5.985,4,11,0,0,7,3.1100298017
1405217,5.7314285714,7,6,0,0.4285714286,7,2.9600751002
1405225,7.29,3,2,0,0,7,6.4602142193
1405241,6.6533333333,3,9,0,0,7,2.2310664444
1405258,6.58,10,1,0,0,7,8.6900585331
1405266,4.3233333333,3,3,0,0,7,5.7225424507
1405290,5.299,10,1,0,0.2,7,8.7226215649
1405373,3.375,2,2,0,0,7,7.2890525068
1405381,6.548,5,5,0.2,0.4,7,3.0895937088
1405399,8.5871428571,7,5,0,0,7,4.4124974671
1405407,9.93,1,18,0,0,5,10.927594039
1405415,5.9525,16,3,0.0666666667,0.2666666667,6,4.554325165
1405449,4.6566666667,3,0,0,0,7,8.4228068994
1405456,6.5976923077,13,2,0.4615384615,0.2307692308,6,7.3772602712
1405464,11.05,11,8,0.3,0,7,7.7826544592
1405480,6.29,1,18,0,0,7,10.704996657
1405498,9.9866037736,53,1,0.0961538462,0.2115384615,10,7.0763724289
1405506,15.475,2,40,0,0,4,9.9558938346
1405548,4.408,10,0,0.2,0,7,9.6688109937
1405563,15.9775,4,22,0.75,0,5,9.6951833799
1405654,6.0063636364,11,0,0,0.2222222222,6,9.564126268
1405670,6.0964285714,28,0,0.0909090909,0.0909090909,6,7.8623927863
1405720,5.9885714286,7,10,0.1428571429,0.1428571429,7,2.8380755677
1405746,4.2875,12,0,0,0,6,8.8541395692
1405753,3.39,5,10,0,0,7,3.3981127485
1405761,4.9445454545,11,0,0,0.25,6,9.6773051395
1405860,9.366,5,0,0.4,0,7,8.6685574578
1405886,1.5,1,33,0,0,5,8.997186132
1405894,5.99,2,47,0,1,4,5.463746105
1405902,5.4471428571,7,10,0,0.8571428571,7,3.0205018353
1405936,5.19,3,12,0,0.6666666667,7,4.5455369165
1406017,7.596,15,3,0.2,0.1333333333,6,5.5999751895
1406066,6.8452941176,17,0,0.1176470588,0.1764705882,6,3.8586290597
1406090,17.94,1,22,0,0,5,11.009786093
1406124,5.11,5,2,0,0,7,6.1478753793
1406165,35.91,1,43,0,0,9,21.023579619
1406173,8.4557142857,7,8,0,0.1428571429,7,3.0863347102
1406199,19.91,3,14,0.6666666667,0,8,10.714694708
1406207,5.4666666667,9,2,0,0,7,7.322199091
1406223,6.1523076923,13,1,0,0,6,7.42924358
1406231,5.8328571429,7,1,0,0.8571428571,7,7.3929095081
1406280,6.99,1,16,0,0,7,8.9147056421
1406561,7.13625,8,0,1,0,7,8.7037813294
1406652,1.5866666667,3,21,0,0,5,11.118842081
1406678,6.7471428571,7,5,0,0,7,3.7331809747
1406744,6.315,4,4,0,0,7,4.1702524414
1406769,20.735,2,6,0.5,0,8,4.4321340394
1406819,6.44,2,13,0.5,0,7,5.7731584425
1406942,2.42,3,3,0,0.5,7,6.5960546734
1406967,7.99,3,23,0,0,5,6.0942075635
1407007,4.165,4,11,0.75,0,7,3.7261558199
1407015,5.0544444444,18,8,0.0588235294,0.1764705882,6,6.7501610003
1407049,5.79,1,38,0,1,4,3.787969998
1407064,6.20125,8,10,0,0,7,3.6315698761
1407098,6.7455555556,9,4,0.8888888889,0,7,5.8034141753
1407148,5.9383333333,6,1,0,0,7,7.1380542204
1407155,15.38,1,8,1,0,8,5.7675941246
1407171,8.32,6,9,0,0,7,2.5923281042
1407247,7.7345454545,11,4,0.6363636364,0,7,7.4666187019
1407270,7.3216666667,6,3,0.1666666667,0.1666666667,7,5.2897749303
1407296,5.3814285714,7,3,0,0.1666666667,7,5.5140026248
1407346,7.47,5,1,0.6,0,7,7.1838310481
1407353,8.5511111111,9,12,0,0,7,6.1473903561
1407361,20.965,6,12,0,0,8,9.3107352291
1407395,6.5125,4,20,0,0.5,5,9.5168398744
1407460,5.0563157895,19,1,0,0.2105263158,6,2.1699295834
1407478,4.5042857143,7,2,0,0,7,6.607625949
1407551,6.34,2,31,0,0.5,5,3.7765944854
1407593,7.29,3,3,0,0,7,5.5344758435
1407627,20.97,1,44,0,0,4,15.482303883
1407700,6.7036842105,19,0,0,0.2105263158,6,2.3164476845
1407775,14.99,1,42,1,0,4,9.3717732059
1407783,8.4157142857,7,3,0.5714285714,0,7,5.913103948
1407817,6.29,1,1,0,0,7,8.0848015844
1407833,5.99,1,10,0,0,7,4.4093761738
1407866,11.49,4,9,0.75,0,7,5.5199707686
1407890,5.9866666667,3,6,0,0,7,2.8426736748
1407908,5.65125,8,1,0,0.125,7,7.7052655279
1407924,10.09,2,2,0,0,7,7.7956576102
1407940,8.03,7,1,0,0,7,7.5825895571
1407999,9.602,15,1,0.3076923077,0,6,6.2621497302
1408062,7.49,6,8,0,0.2,7,1.7106616026
1408088,2.49,3,3,0,0,7,6.5464336332
1408138,4.99,2,44,0,0,4,2.5174960712
1408161,7.6328571429,7,13,0.5,0,7,5.5646288326
1408203,11.97,1,18,0,0,5,11.213015774
1408229,8.985,2,40,0,0,4,3.7455988676
1408252,5.7429411765,17,7,0.3529411765,0.1176470588,6,6.2048307328
1408260,7.4114285714,7,5,0,0,7,3.8927315207
1408278,7.52,3,10,0,0,7,3.0779716673
1408369,6.34,2,11,0,1,7,4.2680509306
1408385,5.7314285714,7,15,0,0.1428571429,7,7.2615533305
1408419,5.0233333333,3,19,0.3333333333,0.3333333333,5,10.822181765
1408435,3.165,4,9,0,0,7,3.2922910414
1408443,5.59,5,13,0.8,0,7,5.0178281715
1408450,7.91,4,8,0.25,0.25,7,1.9912032494
1408492,6.904,5,2,0,0,7,6.1020435489
1408500,4.0446428571,56,3,0,0,10,8.7503802846
1408526,13.015833333,12,7,0.0833333333,0,8,9.8627267407
1408559,12.354,5,13,0.5,0,7,7.931415478
1408567,8.8823076923,13,3,0.3076923077,0,6,7.8326947804
1408583,7.59,3,14,0,0,7,6.4228454244
1408591,7.86,4,9,0,0,7,2.1740549275
1408609,4.7185714286,14,1,0,0.5,6,6.6790147518
1408617,14.39,1,12,1,0,8,9.4806724802
1408633,7.09,2,10,0,0,7,3.6580835056
1408641,11.173333333,3,2,0,1,8,6.7549151587
1408674,56.9025,4,27,0,0,9,14.80710999
1408708,5.5571428571,7,8,0,0,7,2.1567982268
1408716,8.7709090909,11,1,1,0,7,9.6869063469
1408740,8.944,5,6,0,0.4,7,3.4739688073
1408757,9.715,8,4,0.5714285714,0.1428571429,7,6.204771557
1408781,32.94,2,8,0,0,1,15.125068062
1408807,6.99,2,48,0,0,4,6.5114406425
1408856,5.5288888889,18,6,0.1666666667,0.4444444444,6,4.8872096525
1408864,5.01,9,35,0,0,4,10.092091439
1408906,6.2958823529,17,0,0.25,0.125,6,3.8484909767
1408955,9.8841176471,17,0,0.6,0,6,5.1406000922
1408971,5.4775,8,4,0.625,0.125,7,5.1378588776
1800045,6.665,4,14,0.5,0,7,6.0515884228
1800060,6.7486666667,15,4,0,0,6,5.7943464345
1800136,4.4185714286,7,11,0,1,7,4.0966951024
1800250,5.163,30,1,0,0.1333333333,6,9.7616086545
1800375,6.99,2,24,0,1,5,5.507908473
1800409,10.913333333,3,0,0,0,8,7.6431404683
1800664,3.285,2,21,0,0,5,9.9595998106
1800722,5.1125,4,6,0,0.25,7,2.5037343149
1800938,7.065,4,30,0,0,5,3.2295529296
1800961,5.515,4,11,0,0.75,7,3.2323194184
1801050,5.09,2,28,0.5,0.5,5,4.4218320374
1801076,5.9757142857,7,10,0.1428571429,0,7,2.8411913689
1801134,10.100666667,15,10,0,0.1538461538,6,10.406486634
1801258,6.3875,4,6,0,0,7,2.2826175433
1801282,5.9233333333,3,37,0,1,4,4.9936756253
1801332,4.1566666667,6,0,0,0,7,8.3685337872
1801498,3.79,1,24,1,0,5,7.5351013378
1801506,17.431111111,9,4,0,0,8,5.0866509663
1801811,11.985,2,9,0,0,7,6.5967578341
1801928,7.5128,25,1,0.2,0.28,6,4.8178544409
1802082,6.6566666667,3,2,1,0,7,6.4258654722
1802124,4.09,4,11,0.75,0,7,3.7669130077
1802132,8.8081818182,11,0,0.8181818182,0,6,9.8467547483
1802140,7.4316666667,6,6,0,0,7,2.6438062811
1802280,4.6154545455,11,11,0,0.2,7,6.9140692703
1802330,9.4066666667,6,9,1,0,7,3.6291945703
1802348,8.8375,4,8,0.5,0,7,2.8538166485
1802405,7.09,4,0,0,1,7,8.2102488787
1802512,8.7836363636,11,2,0,0.5,7,8.9637325643
1802801,7.17,5,6,0,0,7,2.2986671371
1803148,8.1327586207,29,1,0.1153846154,0.0384615385,6,8.8259643241
1803163,5.2172727273,11,3,0,0.3,7,7.9474168513
1803197,4.44,4,3,0.3333333333,0.3333333333,7,5.4265661853
1803205,9.4990909091,11,3,0.7272727273,0,7,8.5789558169
1803353,7.3514285714,7,8,0.1428571429,0.1428571429,7,2.3755425028
1803486,14.441666667,6,8,0,0,8,5.805698615
1803494,4.06625,8,10,0,0.25,7,4.1939490708
1803502,9.61,12,8,0,0,7,7.8559395433
1803676,6.2752380952,21,5,0,0.9523809524,6,3.3270575494
1803841,6.1566666667,6,8,0.1666666667,0.5,7,1.1246461804
1804039,6.3011111111,9,1,0.1111111111,0.2222222222,7,8.1372810315
1804054,6.3025,16,2,0,0,6,4.3820877915
1804187,5.23,5,4,0.4,0.6,7,4.1908084857
1804286,8.235,4,10,0,0,7,3.0059254589
1804518,8.99,3,24,0,0,5,4.9608180184
1804690,7.1814285714,14,0,0,0.1428571429,6,6.6690582766
1804864,5.6369230769,13,4,0,0.3846153846,6,7.7309154215
1805010,4.9233333333,6,9,0,0.1666666667,7,1.8963879387
1805085,6.34,2,23,0,0.5,5,6.6273580082
1805150,2.99,3,32,0,0,5,7.2030551465
1805416,6.9742857143,7,8,0.3333333333,0,7,2.2166930606
1805614,5.87,5,14,0.2,0.2,7,5.9561037496
1805721,5.551,20,4,0,0.7368421053,6,2.4594500018
1805804,4.9455555556,9,6,0,1,7,4.7919225339
1805853,9.485,2,4,0,0,7,6.0149246752
1805887,7.8538888889,18,1,0,0,6,2.8671069873
1805960,13.615789474,19,5,1,0,6,7.9476100606
1805986,6.6845,20,0,0,0,6,1.9070772493
1805994,4.3733333333,6,15,0,0.2,7,7.255597442
1806018,3.7328571429,7,10,0,0.4,7,3.7484027399
1806083,2.99,1,28,0,0,5,6.5697117043
1806513,6.6883333333,6,3,0,1,7,5.2663676954
1806588,5.69,3,14,0,0,7,6.2802987574
1806661,8.49,1,21,0,0,5,7.990028004
1806703,2.99,6,12,0,0,7,5.179641437
1806729,3.79,1,32,1,0,5,6.5664711916
1806745,9.9788888889,9,3,1,0,7,7.5607992025
1806794,6.2723529412,17,2,0,0,6,3.3878203377
1806885,4.605,10,4,0,0.2,7,6.6673698776
1806943,6.95,5,3,0,0,7,5.1187141721
1806950,6.59,3,28,0,0,5,3.0843978016
1806968,4.91,3,2,0,0,7,6.4835571981
1807065,3.9866666667,3,3,0,0,7,5.8395090547
1807156,9.146,5,24,0,0.2,5,5.6630463612
1807180,5.4278571429,14,0,0,0,6,6.7214044279
1807214,10.475,2,0,0,0,8,8.2076024217
1807289,8.90375,8,2,0,0,7,7.3162513064
1807354,6.6533333333,3,7,0,0,7,2.2771796751
1807420,4.4886666667,15,8,0,0.4666666667,6,8.4174343548
1807578,6.1328571429,7,4,0,0.1428571429,7,4.5483868677
1807867,4.59,2,38,1,0,4,3.9431460928
1807875,6.548,10,7,0,0,7,5.1834172511
1808097,6.14,2,8,0,0.5,7,2.9773354839
1808113,5.99,1,37,0,0,4,4.6851590828
1808162,5.31,5,2,0,0.8,7,6.153674748
1808188,7.518,10,0,0.1111111111,0.1111111111,7,9.6038885692
1808196,6.646,10,4,0,0,7,6.5011245009
1808261,7.5,1,38,0,1,4,4.2033089269
1808295,6.875,4,0,0.3333333333,0,7,8.1401639459
1808360,7.39,3,21,0.6666666667,0,5,8.164262719
1808451,4.63,5,10,0,0,7,2.491294754
1808477,4.24,4,23,1,0,5,8.0601727356
1808485,4.19,7,0,0,0.2,7,8.5442078957
1808535,8.3344444444,9,4,0.7777777778,0,7,6.1575181104
1808550,6.1757142857,7,18,0,0,7,10.160946777
1808618,4.3614285714,7,4,0,0.25,7,4.894003687
1808683,4.59,2,18,0,0,7,10.496065749
1808691,4.45,5,12,0,0,7,4.3108132817
1808709,2.99,1,49,0,0,4,7.8393267101
1808717,6.9375,4,4,0,0.25,7,4.2392378547
1808774,13.2425,8,10,0.375,0,7,7.9551101101
1808972,5.8233333333,12,2,0,0.5833333333,6,8.4109440976
1809061,5.8733333333,6,9,0.6666666667,0,7,1.5232626845
1809079,9.869375,32,1,0.5,0.03125,6,12.144008275
1809129,9.0066666667,6,6,1,0,7,3.7481109184
1809137,4.79,1,44,0,0,4,2.5557680004
1809186,7.3742857143,7,15,0.1428571429,0,7,7.347343014
1809202,6.74,2,47,0,0,4,5.486696457
1809269,3.7525,8,8,0.125,0.625,7,3.9262469116
1809285,14.08,1,46,1,0,4,9.513313363
1809301,18.68,2,9,1,0,8,5.8807653864
1809335,4.99,1,2,0,0,7,7.3226436205
1809384,8.7647368421,19,0,0.1052631579,0,6,3.2326207969
1809392,9.6663157895,38,0,0.6315789474,0,10,10.482056733
1809400,2.6566666667,6,11,0,0,7,4.7073763552
1809418,8.5171428571,7,17,0.6666666667,0,7,9.4897291087
1809434,6.3625,4,12,0,0.25,7,4.0718639365
1809475,9.865,4,4,0.6666666667,0,7,5.5889088347
1809509,6.57,10,0,0,0,7,9.5190772519
1809525,3.6185714286,7,6,0,0,7,3.8689233808
1809574,6.945,14,5,0.0714285714,0.0714285714,6,7.1216739255
1809582,2.99,5,1,0,0,7,7.737018495
1809632,7.6311111111,9,18,0,0.2222222222,7,10.845148874
1809657,6.1514285714,21,2,0,1,6,1.1422937203
1809665,9.59,2,7,0.5,0,7,4.649476145
1809673,12.99,4,4,0,0,8,4.6308760582
1809681,3.6215789474,19,2,0,0,6,3.1979434024
1809699,7.3733333333,6,0,0.1666666667,0.3333333333,7,8.2134171778
1809707,7.48875,8,2,0,0,7,6.9119304836
1809749,5.99,1,31,0,0,5,4.1919161052
1809756,5.115,4,15,0,0,7,7.0939378468
1809780,6.354,15,3,0.1333333333,0.1333333333,6,5.4934168529
1809798,6.57,6,2,0,0.5,7,6.1721473471
1809806,11.323333333,9,6,1,0,7,6.9224707901
1809814,7.2325,16,1,0.0625,0.0625,6,4.512841626
1809848,4.4638095238,21,0,0.0526315789,0.1052631579,6,2.8229518526
1809889,6.9811764706,17,1,0,0.0588235294,6,3.5129456351
1809905,4.49,2,0,0,0,7,8.7385982607
1809913,3.532,10,4,0,0,7,6.9968890842
1809939,11.81,15,3,1,0,6,7.6852913978
1809996,6.5444444444,9,14,0.2222222222,0.3333333333,7,7.2122601921
1810077,4.51,10,1,1,0,7,8.8690927835
1810176,12.479090909,11,3,1,0,8,8.7253269163
1810234,3.1451724138,29,0,0,0,6,9.4448148828
1810309,11.99,1,23,1,0,5,6.5347309256
1810358,7.485,4,8,0,0,7,1.6427695489
1810374,8.0071428571,14,4,0,0.1428571429,6,6.892383019
1810416,5.7547058824,17,0,0,0.1176470588,6,3.9178710559
1810440,7.49,3,13,0,0,7,5.4846680355
1810655,5.9344444444,18,2,0,0.1111111111,6,2.4467235175
1810721,5.1042857143,14,0,0,0,6,6.780476091
1810903,5.4488235294,17,0,0.1764705882,0.3529411765,6,3.9886621513
1811083,6.642,25,2,0,0.4,6,4.6460968982
1811323,7.29,7,0,1,0,7,8.4242478824
1811364,6.1871428571,7,2,0,0,7,6.3959649858
1811455,9.515,12,0,0.6666666667,0,6,9.1002146144
1811513,4.6172727273,11,6,0,0.6,7,6.5988497728
1811539,8.885,2,1,0,1,7,8.1627960541
1811570,9.215,4,6,0.25,0,7,3.798717407
1811653,6.19,8,3,0,0,7,5.908907741
1811695,7.52,3,20,0,0,5,9.0999409962
1811794,6.99,1,50,0,0,4,8.4663314929
1811802,2.79,1,46,0,0,4,5.2411375576
1811893,6.74,4,29,0,0,5,3.2804754544
1811919,5.4925,4,1,0.5,0.5,7,7.1627261613
1811976,9.265,4,5,1,0,7,4.5240192406
1812214,8.4585714286,7,0,0.1428571429,0.2857142857,7,8.6231535176
1812230,6.8753333333,15,1,0.2,0,6,5.4505555809
1812271,8.8566666667,3,0,1,0,7,8.7469809308
1812297,9.4027272727,11,7,0,0,7,6.9514982615
1812305,7.83,5,10,0,0,7,2.5753257237
1812354,4.1425,4,19,0.5,0.25,7,11.177602369
1812776,5.9688888889,9,2,0,0.1111111111,7,7.2906279924
1812818,10.09,4,13,0.75,0,7,6.4109305681
1812917,4.9042857143,7,7,0,0,7,2.640765779
1812966,2.49,1,50,0,0,4,8.9492638584
1813147,5.87625,8,8,0,0.5,7,3.1000352908
1813311,7.23,5,1,0.2,0.2,7,7.1328676261
1813378,3.99,1,19,0,0,5,11.300684572
1813410,3.79,6,9,1,0,7,2.8785685416
1813873,7.35,5,18,0,0,7,10.021540822
1813907,3.99,1,4,0,0,7,6.063016739
1814806,5.468,5,2,0,0.3333333333,7,6.099453208
1814822,2.99,1,2,0,0,7,7.8939859354
1814863,5.4716666667,12,2,0,0,6,8.4362965493
1814939,4.5523076923,13,0,0,0,6,7.8458153451
1814947,13.156666667,3,39,0,0,4,8.0915222637
1814970,4.4225,12,0,0,0,6,8.821396356
1815001,8.065,4,2,0,0,7,6.4180782878
1815027,4.24,4,24,1,0,5,7.3660697455
1815043,7.4442857143,7,4,0.5714285714,0,7,4.735900105
1815076,8.415,4,35,0,0,5,6.5121402239
1815134,9.368,5,9,0.4,0,7,3.3498057294
1815142,5.99,3,10,0,0,7,2.7683652967
1815183,8.8233333333,3,4,0.3333333333,0,7,5.2253650281
1815209,2.844,15,3,0,0.4,6,6.6035564199
1815233,5.1375,4,5,0,0,7,3.3640344778
1815241,9.0657142857,7,29,0,0,5,4.9113316189
1815282,5.99,3,3,0,0,7,5.4213891848
1815332,6.99,1,43,0,0,4,1.9443119818
1815365,7.89,5,0,0,0,7,8.2386488224
1815381,6.155,12,2,0.0833333333,0.4166666667,6,8.3824236449
1815399,4.7455555556,9,3,0,0,7,6.635933235
1815407,11.6,4,1,0,0,8,6.5306648179
1815423,7.21,5,0,0.2,0,7,8.1207328239
1815480,8.53,5,15,0.2,0.2,7,7.3406766846
1815498,5.005,6,9,0,0,7,1.8470615767
1815506,43.706,5,2,0,0.6666666667,1,12.641455064
1815530,4.352,5,26,0,0,5,6.4862967615
1815548,6.7888888889,9,22,0,0.1111111111,5,10.066451504
1815563,3.9233333333,3,1,1,0,7,7.6922489938
1815647,6.0266666667,3,20,0,0.3333333333,5,9.5247784178
1815696,8.1833333333,3,4,0,0,7,4.9332793486
1815704,13.74,2,21,0.5,0,5,8.9757954484
1815712,2.66,3,10,0,0,7,4.4618490749
1815746,7.0207692308,13,0,0,0,6,7.6185141222
1815795,8.49,1,2,0,0,7,7.5932059746
1815845,5.1011111111,9,2,0.1428571429,0,7,7.3633240179
1815852,11.257777778,9,1,0,0,8,8.5015071887
1815878,9.39,2,25,1,0,5,3.9194390475
1815894,3.89,8,10,0,0,7,4.2843396718
1815928,5.99,1,48,0,1,4,6.4368204061
1815985,7.99,1,19,0,0,5,10.020802077
