PANID,PANTYPE,PreTaxInc,FamSize,HH_Race,Type_Res_Poss,Male_Age,Male_Edu,Male_Occ,Male_Whc,Female_Age,Female_Edu,Female_Occ,Female_Whc,Dogs,Cats,Child_GC,Marital,TV_used,TV_hooked,Year,monetary,frequency,recency,loyality_tide,loyality_All,CLUSTER,DISTANCE
1308346,0,12,2,1,2,4,5,7,3,5,6,1,3,0,0,8,2,,,1,10.99,1,30,0,0,5,2.2733927849
1308643,0,7,1,1,2,7,9,11,5,6,7,1,3,0,0,8,3,,,1,9.44,2,28,1,0,5,1.1140856699
1308767,0,5,3,1,1,4,4,13,1,4,4,13,1,0,0,3,2,,,1,17.97,1,29,0,0,5,8.6473588511
1308924,0,6,2,1,2,7,9,11,5,6,7,10,4,1,1,8,4,,,1,7.49,2,22,0,0,5,7.1226149483
1309260,0,11,4,1,2,4,6,7,3,4,8,1,3,1,1,2,2,,,1,8.9875,4,32,0.5,0,5,3.6988153113
1309336,0,1,3,1,2,4,5,1,2,4,8,2,2,1,1,2,2,,,1,3.6566666667,3,23,0,0,5,8.2551130172
1309450,0,8,2,1,2,6,5,10,4,6,6,1,2,0,0,8,2,,,1,3.5,1,23,0,0,5,8.3915951914
1310524,0,6,3,1,2,6,4,10,4,6,6,10,4,0,0,8,2,,,1,3.19,2,30,0,0,5,6.3244057258
1311571,0,2,2,1,1,7,9,11,5,6,4,13,1,0,1,8,3,,,1,4.99,2,24,0,0.5,5,6.5804262629
1311670,0,6,5,1,2,5,4,4,3,6,4,4,2,0,0,8,4,,,1,10.99,2,28,1,0,5,1.94015472
1311712,5,9,3,1,2,3,7,2,3,3,7,13,1,1,0,2,2,4,4,1,10.84,2,28,1,0,5,1.8193509131
1311878,6,8,2,1,2,6,6,10,4,6,8,10,4,0,2,8,2,2,2,1,7.7585714286,7,27,0.1428571429,0,5,5.4824124347
1311985,5,3,1,1,1,7,9,11,5,6,4,10,4,0,0,8,3,2,2,1,12.49,2,23,0.5,0,5,6.623096979
1312165,0,4,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,,,1,8.49,1,21,0,0,5,7.990028004
1312264,6,6,2,2,1,7,9,11,5,3,6,4,3,0,0,8,1,4,4,1,6.465,4,22,0,0,5,7.6975690978
1312553,0,7,3,1,1,3,6,8,3,3,4,13,1,0,0,8,2,,,1,4.89,2,30,0,0.5,5,4.6850644119
1312751,0,9,3,1,2,5,6,3,3,3,5,3,2,0,3,3,2,,,1,6.99,2,35,0.5,0,5,6.6067369255
1313411,0,7,2,1,2,6,7,10,4,6,6,10,4,0,0,8,2,,,1,4.99,1,32,0,0,5,5.5395856327
1313817,6,1,4,1,1,5,6,13,1,5,5,13,1,1,0,8,2,1,1,1,12.83,2,29,0.5,0,5,3.4405003425
1313841,0,4,2,1,2,6,8,10,4,6,3,10,4,0,0,8,2,,,1,11.34,2,18,0.5,0.5,5,11.036306006
1314302,0,6,2,1,2,5,6,7,2,5,3,10,4,0,0,8,2,,,1,16.44,3,25,0.3333333333,0,5,8.0741426469
1314757,6,4,6,1,1,3,4,2,3,3,4,13,1,0,0,6,2,1,1,1,11.18,2,21,0,0,5,8.0592210861
1314948,0,9,2,1,2,4,5,5,3,4,6,1,3,1,0,8,1,,,1,2.99,3,20,0,0,5,10.971454591
1315077,0,9,4,1,2,4,6,7,3,4,6,4,2,0,0,8,2,,,1,13.775,2,29,0,0,5,4.3884193175
1315127,6,6,3,1,2,5,5,3,3,4,7,1,3,0,0,3,2,4,4,1,4.6666666667,3,23,0,0,5,7.587040643
1315481,0,5,2,1,1,7,9,11,5,3,6,4,3,0,2,3,1,,,1,3.99,2,19,1,0,5,11.264393251
1315598,6,6,4,1,2,3,4,1,3,3,4,13,1,0,1,3,2,3,3,1,6.88625,8,25,1,0,5,7.5062614191
1315911,0,4,6,1,1,5,6,13,1,4,6,13,1,0,1,8,2,,,1,4.99,3,22,0,0,5,8.2044813978
1316091,0,7,4,1,2,3,5,4,2,3,7,1,2,0,0,6,2,,,1,5.2033333333,6,20,0.3333333333,0,5,10.541973955
1316331,0,4,4,1,2,4,6,13,1,2,7,0,6,1,0,3,3,,,1,5.29,1,19,0,1,5,10.778944151
1316729,0,9,3,1,2,7,9,11,5,3,8,2,3,2,0,6,1,,,1,7.99,4,19,0,0.25,5,10.137676763
1316752,0,9,3,1,2,7,9,11,5,4,6,4,3,2,1,8,1,,,1,4.99,1,34,0,0,5,6.8754786682
1316844,0,9,5,1,2,3,6,8,2,3,4,6,3,0,3,6,2,,,1,11.34,2,28,1,0,5,2.2358249157
1317362,0,9,2,1,2,6,7,10,4,6,8,10,4,0,0,8,2,,,1,8.59,1,22,0,0,5,6.9972081242
1317602,5,9,4,1,2,3,5,1,3,4,6,1,3,1,0,3,2,4,3,1,10.14,2,19,0,0.5,5,9.8958036888
1317719,0,10,4,1,2,4,7,1,3,4,7,1,3,2,1,3,2,,,1,6.4614285714,7,30,0.2857142857,0.1428571429,5,5.8185010231
1318196,0,11,4,1,2,3,6,1,3,3,5,1,2,0,2,4,2,,,1,17.97,2,27,0,0,5,8.7731331355
1318527,0,8,3,1,2,3,4,6,3,3,4,1,2,1,1,3,2,,,1,6.99,3,33,0,0,5,4.887494745
1319418,6,7,2,1,2,6,4,10,4,6,6,10,4,2,0,8,1,2,2,1,7.485,2,19,0,0,5,10.043554303
1319814,0,11,1,1,2,3,4,2,3,7,9,11,5,0,0,8,1,,,1,11.2275,4,22,0,0,5,7.3462499674
1320564,0,11,4,1,2,4,7,2,3,3,8,1,3,0,1,2,2,,,1,6.92,3,26,0,0.3333333333,5,3.9046139995
1320788,0,12,4,1,2,3,6,2,3,3,6,2,3,0,0,2,2,,,1,13.49,1,25,1,0,5,5.7710078956
1325696,0,2,1,3,2,7,9,11,5,6,3,10,4,0,0,8,4,,,1,3.39,1,29,0,1,5,6.1922451914
1325829,0,6,2,1,2,6,4,10,4,5,6,4,3,0,2,8,2,,,1,11.98,1,22,0,0,5,7.4130692785
1326108,0,6,4,3,1,3,7,6,3,3,7,1,3,1,0,3,2,,,1,6.735,4,20,0,0,5,9.4421800845
1326140,0,6,6,1,2,3,6,4,2,3,4,7,3,2,0,7,2,,,1,6.59,2,31,0,1,5,3.6707149536
1326173,6,8,6,1,2,3,6,4,3,3,4,8,2,1,0,8,2,4,4,1,8.485,4,25,0,0,5,4.3987297218
1400085,0,8,5,1,2,6,6,3,3,5,7,2,3,2,0,8,2,,,1,21.98,1,29,1,0,5,12.648483338
1400119,6,4,3,5,1,7,9,11,5,3,6,4,3,0,0,3,3,3,3,1,5.29,2,29,0,1,5,4.2294059315
1400564,0,6,3,1,1,1,6,7,2,2,3,9,2,1,0,3,2,,,1,5.99,1,29,0,0,5,3.6037428735
1400697,0,6,3,1,2,5,6,2,3,5,4,13,1,1,0,8,2,,,1,6.99,1,30,0,0,5,2.9081458497
1400853,0,6,2,1,2,6,6,9,2,6,6,13,1,0,0,8,2,,,1,3.39,2,20,0.5,0,5,10.704208802
1401273,0,11,2,1,2,6,8,10,4,6,6,10,4,0,0,8,2,,,1,3.29,2,31,0,0,5,6.4852510987
1401588,0,8,3,1,2,6,4,0,3,5,4,7,3,1,1,8,2,,,1,5.9233333333,3,33,0,0,5,5.4926419266
1401620,0,3,2,1,1,6,5,4,2,6,5,13,1,0,0,8,2,,,1,8.19,2,23,1,0,5,6.0202577828
1401703,0,9,2,1,2,5,6,6,3,7,9,11,5,0,0,8,4,,,1,17.97,1,29,0,0,5,8.6473588511
1401885,0,6,4,1,2,5,5,5,3,4,7,1,3,1,0,3,2,,,1,8.085,2,35,0.5,0,5,6.2902809738
1402008,0,2,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,2.99,1,32,0,0,5,7.2340519591
1402057,0,2,3,1,1,3,3,7,3,2,4,1,2,1,0,3,1,,,1,8.235,2,35,0,0,5,6.2644137385
1402172,0,5,2,1,2,7,9,11,5,6,4,3,3,0,0,8,3,,,1,7.99,2,34,0,0,5,5.3461861751
1402909,6,12,2,1,2,5,8,1,3,4,7,10,4,0,0,8,2,2,2,1,10.49,2,32,0.5,0,5,3.3381586336
1402982,0,8,2,1,1,3,3,2,2,3,8,1,3,0,0,8,2,,,1,10.51,5,26,1,0,5,4.2676487264
1403089,0,10,4,1,2,5,7,1,3,0,4,4,2,0,0,8,2,,,1,8.985,2,26,0,0,5,2.9022063581
1403410,0,6,2,1,2,6,6,10,4,5,4,1,2,0,0,8,2,,,1,8.59,2,32,0,0,5,3.2654492883
1403501,0,8,2,1,2,7,9,11,5,5,7,1,3,0,0,8,3,,,1,9.9833333333,3,26,0,0,5,3.0602053425
1403865,0,11,5,1,2,4,6,1,3,4,7,2,3,0,0,8,2,,,1,4.39,1,33,0,0,5,6.6055247769
1404103,0,11,3,1,2,5,4,2,3,5,8,1,3,0,0,8,2,,,1,4.99,1,21,0,0,5,9.0812124929
1404152,0,7,2,1,2,4,4,7,3,5,4,8,2,1,1,8,2,,,1,11.08,4,32,0,0,5,4.0467707855
1404293,0,1,2,1,1,2,6,8,2,2,0,0,0,1,0,8,1,,,1,7.69,1,32,1,0,5,3.8159889045
1404665,0,10,5,1,2,4,6,2,3,4,7,4,2,1,0,3,2,,,1,12.33,5,19,1,0,5,10.701090552
1404806,0,7,3,1,2,7,9,11,5,4,4,8,3,0,0,8,5,,,1,7.0533333333,3,19,0,1,5,10.21513146
1404848,0,1,1,5,2,7,9,11,5,5,2,7,2,1,0,8,4,,,1,2.99,1,26,0,0,5,7.1116744823
1405001,0,6,3,1,2,3,4,9,3,3,5,13,1,1,2,1,2,,,1,5.79,3,22,0,1,5,7.8584225465
1405068,0,11,2,1,2,5,8,1,3,3,5,3,2,0,0,8,2,,,1,8.985,2,26,0,0,5,2.9022063581
1405126,0,10,5,1,2,4,4,10,4,4,4,2,3,1,0,3,2,,,1,7.23,4,21,0,0,5,8.3697625576
1405407,0,4,2,1,1,4,3,6,2,5,3,13,1,2,0,8,3,,,1,9.93,1,18,0,0,5,10.927594039
1405563,0,8,5,1,2,7,9,11,5,5,6,10,4,1,2,3,4,,,1,15.9775,4,22,0.75,0,5,9.6951833799
1405886,0,0,1,0,0,0,0,0,0,7,9,11,5,0,0,8,0,,,1,1.5,1,33,0,0,5,8.997186132
1406090,0,8,1,2,2,7,9,11,5,4,6,5,3,1,1,8,1,,,1,17.94,1,22,0,0,5,11.009786093
1406652,0,4,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,1.5866666667,3,21,0,0,5,11.118842081
1406967,0,8,1,1,2,7,9,11,5,5,5,4,3,0,0,8,3,,,1,7.99,3,23,0,0,5,6.0942075635
1407395,0,10,3,1,2,5,6,4,3,3,5,4,3,1,2,3,2,,,1,6.5125,4,20,0,0.5,5,9.5168398744
1407551,0,9,5,1,2,4,4,1,2,4,4,7,3,1,0,3,2,,,1,6.34,2,31,0,0.5,5,3.7765944854
1408203,0,1,1,1,2,7,9,11,5,4,5,13,1,0,0,8,3,,,1,11.97,1,18,0,0,5,11.213015774
1408419,0,8,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,5.0233333333,3,19,0.3333333333,0.3333333333,5,10.822181765
1800375,0,2,3,1,2,6,4,10,4,7,9,11,5,0,0,8,1,,,1,6.99,2,24,0,1,5,5.507908473
1800664,6,3,1,1,1,7,9,11,5,6,8,10,4,0,0,8,4,1,1,1,3.285,2,21,0,0,5,9.9595998106
1800938,0,9,2,1,2,6,7,10,4,6,7,10,4,0,0,8,2,,,1,7.065,4,30,0,0,5,3.2295529296
1801050,6,5,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,2,2,1,5.09,2,28,0.5,0.5,5,4.4218320374
1801498,0,7,2,1,2,4,5,7,3,4,5,8,3,2,0,8,2,,,1,3.79,1,24,1,0,5,7.5351013378
1804518,5,7,2,1,2,6,7,10,4,6,5,10,4,0,0,8,2,2,2,1,8.99,3,24,0,0,5,4.9608180184
1805085,0,7,2,1,2,6,3,10,4,6,5,10,4,1,0,8,2,,,1,6.34,2,23,0,0.5,5,6.6273580082
1805150,0,5,2,1,2,6,7,13,1,5,7,13,1,0,2,8,2,,,1,2.99,3,32,0,0,5,7.2030551465
1806083,0,1,1,1,2,7,9,11,5,6,7,10,4,0,1,8,1,,,1,2.99,1,28,0,0,5,6.5697117043
1806661,0,7,5,1,2,5,5,6,2,5,4,7,2,1,0,8,0,,,1,8.49,1,21,0,0,5,7.990028004
1806729,0,4,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,3.79,1,32,1,0,5,6.5664711916
1806950,0,6,4,1,2,6,6,3,2,6,6,6,3,0,0,8,0,,,1,6.59,3,28,0,0,5,3.0843978016
1807156,0,10,2,1,2,7,9,11,5,6,5,1,3,0,0,8,3,,,1,9.146,5,24,0,0.2,5,5.6630463612
1808360,0,1,1,1,2,7,9,11,5,6,6,10,4,0,1,8,2,,,1,7.39,3,21,0.6666666667,0,5,8.164262719
1808477,0,9,1,1,2,7,9,11,5,5,6,4,3,0,1,8,3,,,1,4.24,4,23,1,0,5,8.0601727356
1809749,0,11,4,1,2,3,4,7,3,4,4,4,2,2,0,3,2,,,1,5.99,1,31,0,0,5,4.1919161052
1810309,0,10,2,1,2,6,6,10,4,6,6,10,4,0,0,8,2,,,1,11.99,1,23,1,0,5,6.5347309256
1811695,0,10,4,1,2,4,5,7,3,4,7,1,2,1,1,2,2,,,1,7.52,3,20,0,0,5,9.0999409962
1811893,0,1,1,1,2,5,4,10,4,7,9,11,5,0,0,8,1,,,1,6.74,4,29,0,0,5,3.2804754544
1813378,6,1,1,1,2,7,9,11,5,6,7,10,4,0,0,8,1,1,1,1,3.99,1,19,0,0,5,11.300684572
1815027,0,4,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,,,1,4.24,4,24,1,0,5,7.3660697455
1815076,6,11,3,1,2,4,5,2,3,4,7,3,3,0,2,3,2,5,5,1,8.415,4,35,0,0,5,6.5121402239
1815241,0,4,2,1,2,7,9,11,5,3,4,6,3,0,1,2,5,,,1,9.0657142857,7,29,0,0,5,4.9113316189
1815530,5,8,5,1,2,4,6,1,3,4,4,7,3,0,0,3,2,6,6,1,4.352,5,26,0,0,5,6.4862967615
1815548,0,7,3,1,1,4,4,6,3,3,4,1,3,2,0,3,2,,,1,6.7888888889,9,22,0,0.1111111111,5,10.066451504
1815647,0,1,1,1,2,7,9,11,5,6,4,13,1,0,1,8,3,,,1,6.0266666667,3,20,0,0.3333333333,5,9.5247784178
1815704,0,2,6,1,2,5,2,9,2,4,6,13,1,1,0,8,2,,,1,13.74,2,21,0.5,0,5,8.9757954484
1815878,0,11,5,1,2,4,4,8,3,3,5,4,3,0,0,6,2,,,1,9.39,2,25,1,0,5,3.9194390475
1815985,0,4,2,1,1,6,2,10,4,6,4,10,4,0,0,8,2,,,1,7.99,1,19,0,0,5,10.020802077
1816686,6,4,3,1,1,7,9,11,5,5,6,13,1,0,0,3,1,4,4,1,5.29,1,19,0,1,5,10.778944151
3100487,6,9,5,1,2,3,6,2,3,3,6,1,3,0,1,6,2,2,1,1,6.88,1,33,1,0,5,5.0281698744
3100990,6,8,4,1,2,4,5,6,3,4,4,3,3,0,3,8,2,2,2,1,3.995,2,34,0,0,5,7.4710519942
3101071,5,11,6,1,2,3,4,1,3,3,4,7,3,1,0,6,2,6,6,1,6.98,1,24,0,0,5,5.5452719476
3101204,6,7,1,1,1,7,9,11,5,3,5,3,3,1,1,8,1,3,2,1,3.6433333333,3,20,0,0.3333333333,5,10.605969935
3101253,6,7,3,1,2,4,4,7,3,3,4,3,3,0,1,2,3,3,3,1,8,2,35,0.5,0,5,6.3086132333
3101337,6,4,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,2,2,1,14.49,2,22,0,0,5,8.5425931676
3101436,6,6,1,1,2,7,9,11,5,4,5,1,3,0,1,8,1,1,1,1,6.73,2,27,1,0,5,3.3289613603
3101485,6,7,2,1,2,6,8,10,4,6,7,13,1,0,0,8,2,2,2,1,4.19,2,33,0,1,5,6.7314741864
3101527,6,1,2,1,1,6,6,1,2,6,0,0,0,0,0,8,4,1,1,1,3.73,2,20,0,0,5,10.519301471
3101550,0,5,1,1,1,7,9,11,5,3,5,1,6,0,2,8,3,,,1,7.47,3,19,0,0,5,10.084985852
3101642,6,5,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,5,5,1,3.68,4,20,0,1,5,10.753459956
3101774,5,4,1,1,1,7,9,11,5,6,4,10,4,0,0,8,2,2,2,1,5.482,5,21,0.5,0.5,5,9.2523992339
3101782,6,4,2,1,2,6,2,10,4,6,2,10,4,0,0,8,2,1,1,1,7.0133333333,3,26,0,0,5,3.8376343499
3102186,5,1,1,1,2,7,9,11,5,6,4,13,1,0,0,8,4,2,1,1,6.29,1,25,1,0,5,5.1249124562
3102244,6,6,3,1,2,7,9,11,5,5,5,1,3,1,0,3,1,5,2,1,7.235,2,25,0.5,0,5,4.4273645695
3102772,5,8,5,1,2,3,7,1,3,3,5,13,1,2,0,2,2,3,2,1,3.4625,4,24,0,0,5,7.9046949954
3103408,6,6,1,1,2,7,9,11,5,5,5,1,2,0,1,8,1,1,1,1,7.14,2,25,0,0,5,4.4799249869
3104356,6,8,2,1,2,5,8,3,2,5,8,10,4,1,0,8,2,4,4,1,3.99,1,34,0,0,5,7.5560873671
3104588,6,10,4,1,2,3,5,7,3,3,7,1,2,0,0,6,2,3,2,1,10.5,2,27,0,0,5,2.1793962233
3105064,5,1,1,1,1,7,9,11,5,5,5,13,1,0,0,8,1,1,1,1,4.17,1,22,0,1,5,8.7479570885
3105361,6,8,2,1,2,5,7,1,3,5,5,10,4,2,2,8,2,3,1,1,6.64,2,20,0,0,5,9.2799707835
3106484,9,1,1,5,1,7,9,11,5,5,3,13,1,0,0,8,3,3,3,1,5.38,1,34,0,0,5,6.6320155049
3106641,6,10,2,1,2,5,5,1,3,5,7,3,3,0,0,8,2,2,2,1,4.7975,4,24,0,0,5,6.9577510767
3106716,6,8,6,1,1,7,9,11,5,3,5,13,1,0,1,3,5,4,2,1,2.51,2,20,0,0,5,11.224154654
3107037,6,3,1,1,1,7,9,11,5,4,4,8,3,1,0,8,3,3,3,1,8.85,5,20,0.6,0,5,9.3343147341
3107094,6,11,4,1,2,5,6,2,3,4,4,4,3,1,3,3,2,2,2,1,5.99,2,21,0.5,0,5,8.5659113142
3107664,5,6,2,1,1,6,7,1,2,5,8,3,3,0,0,8,2,4,4,1,6.58,1,21,1,0,5,8.4483122275
3107839,6,1,2,1,2,6,0,13,1,6,3,13,1,0,0,8,2,1,1,1,4.505,2,32,0.5,0.5,5,5.8403112353
3107920,6,11,3,1,2,4,5,1,3,3,5,1,2,0,1,2,2,3,2,1,6,2,27,0,0,5,3.8871442111
3107946,6,8,4,1,2,4,5,5,3,4,4,7,2,1,0,8,2,5,2,1,4.9433333333,3,25,0,0,5,5.9670088534
3108019,5,9,2,1,2,5,5,1,3,6,5,1,3,0,0,8,2,2,2,1,7.335,2,33,1,0,5,4.6873811095
3108027,6,6,2,1,1,7,9,11,5,2,5,2,3,0,1,8,1,3,1,1,6.99,2,35,0,0,5,6.6103369784
3108480,6,12,4,1,2,3,7,7,3,3,5,3,3,2,0,2,2,4,2,1,4.5,1,29,0,0,5,5.0370839061
3108969,5,9,4,1,2,3,4,3,3,3,5,4,3,0,0,4,2,5,1,1,4.48,1,34,0,0,5,7.2132970341
3109082,6,10,4,1,2,3,7,3,3,3,6,13,1,1,0,2,2,3,3,1,4.57,3,20,0,0.6666666667,5,10.146948599
3109751,6,2,1,1,1,7,9,11,5,3,4,8,2,0,0,8,1,2,1,1,4.98,1,21,0,0,5,9.0860741157
3110049,5,11,5,1,2,4,8,1,3,3,8,13,1,0,0,4,2,6,3,1,8.17,1,22,0,0,5,7.0582339345
3110296,5,7,4,1,2,3,6,2,3,3,4,13,1,0,1,6,2,4,3,1,6.58,1,21,1,0,5,8.4483122275
3110528,6,8,4,1,2,3,4,2,3,2,6,2,3,1,0,4,2,3,3,1,6.76,5,21,1,0,5,8.8031679524
3110536,5,9,5,1,2,4,5,2,3,3,5,1,3,4,0,3,2,8,8,1,6.155,4,28,0,0,5,3.8632448962
3110940,6,7,4,1,2,3,5,6,3,3,5,13,1,0,0,2,2,2,2,1,6.88,1,34,1,0,5,5.8800587798
3111039,5,7,4,1,2,3,6,5,3,3,7,3,2,0,1,2,2,4,3,1,4.5433333333,3,29,0,0.6666666667,5,4.9852108952
3111088,6,7,3,1,2,3,7,10,4,3,5,13,1,1,0,2,2,3,1,1,6.88,1,35,1,0,5,6.7725689528
3111385,6,8,2,1,1,7,9,11,5,3,6,5,3,1,0,8,3,4,2,1,6.88,1,33,1,0,5,5.0281698744
3111591,0,8,2,1,2,3,8,1,3,3,7,1,2,1,1,8,2,,,1,6.515,2,30,0,0.5,5,3.1510789101
3111625,6,10,4,1,2,4,4,7,3,3,6,13,1,1,2,3,2,3,2,1,5.19,1,28,0,1,5,4.5443649342
3111708,5,10,3,1,2,3,6,1,6,3,8,1,3,1,1,3,2,2,2,1,4.74,2,31,0,0,5,5.1418596061
3111732,5,4,3,1,2,7,9,11,5,2,6,1,3,1,0,6,3,3,3,1,3.73,1,19,0,0,5,11.427460638
3111906,6,8,6,5,2,3,7,3,2,3,6,13,1,0,1,6,2,4,4,1,4.17,2,26,0,0,5,5.9677724086
3112326,6,3,5,1,1,1,6,13,1,2,4,13,1,0,0,7,3,3,1,1,3.9866666667,3,26,0,0,5,6.1921115569
3112649,5,11,5,1,2,3,4,8,3,3,5,6,3,0,2,6,3,3,1,1,3.59,2,26,0,0,5,6.4821919257
3112698,9,8,3,3,2,7,9,11,5,2,5,7,6,3,1,8,1,3,1,1,5.59,1,30,0,0,5,4.1434842124
3113209,6,3,2,1,1,2,4,6,3,1,5,13,1,0,0,8,1,1,1,1,6.58,1,28,1,0,5,3.2283389327
3113589,6,3,2,1,2,7,9,11,5,3,7,4,2,0,0,2,3,3,2,1,5.0825,4,31,0,0,5,5.188029659
